f,s,c,ibrain,stage
0.0071245,0.012559,0.0078838,17,49
0.0067141,0.0064582,0.0082007,17,49
0.0040375,0.0064079,0.0043224,17,49
0.0039521,0.009382,0.0056008,17,49
0.0033832,0.0066235,0.0048115,17,49
0.0084195,0.017478,0.010684,17,49
0.0033746,0.0053138,0.0039299,17,49
0.0042814,0.0098173,0.0056984,17,49
0.0036921,0.0064245,0.0049452,17,49
0.0044135,0.0084813,0.0058878,17,49
0.005947,0.012763,0.0087732,17,49
0.011136,0.016553,0.012796,17,49
0.0066577,0.0056765,0.0051039,17,49
0.0097957,0.0096165,0.011112,17,49
0.011463,0.016862,0.015516,17,49
0.0080781,0.015219,0.010682,17,49
0.0076502,0.017934,0.011878,17,49
0.0069187,0.016035,0.021344,17,49
0.0035687,0.0092356,0.0050984,17,49
0.0036959,0.0065099,0.0045451,17,49
0.0063745,0.014947,0.011047,17,49
0.0084897,0.012608,0.011092,17,49
0.0097017,0.011747,0.0095122,17,49
0.013019,0.016872,0.013665,17,49
0.0087431,0.0073785,0.0079416,17,49
0.005307,0.010115,0.006866,17,49
0.011267,0.011581,0.010699,17,49
0.0080784,0.007478,0.0071243,17,49
0.015779,0.012358,0.01763,17,49
0.0086438,0.0083795,0.0070389,17,49
0.0060621,0.0054162,0.0050476,17,49
0.0082402,0.009926,0.0086832,17,49
0.0053373,0.0086857,0.0062605,17,49
0.013901,0.017815,0.011827,17,49
0.0043611,0.0063592,0.0057765,17,49
0.0058211,0.0075168,0.0075523,17,49
0.0032811,0.0091898,0.004381,17,49
0.005054,0.0088894,0.0060246,17,49
0.0061582,0.01238,0.0062915,17,49
0.004573,0.0082676,0.0060175,17,49
0.0034885,0.0072305,0.0044317,17,49
0.011102,0.010038,0.010626,17,49
0.0052863,0.0042625,0.0050229,17,49
0.003882,0.0072074,0.0049325,17,49
0.0079655,0.012613,0.010569,17,49
0.0045172,0.0077677,0.0069616,17,49
0.0069748,0.01101,0.0098445,17,49
0.0048141,0.0074517,0.0062088,17,49
0.0046435,0.0088407,0.0057525,17,49
0.0041711,0.0068877,0.005191,17,49
0.0084202,0.015254,0.01181,17,49
0.0061842,0.013295,0.0093164,17,49
0.016049,0.022269,0.021935,18,49
0.0069499,0.011437,0.0092814,18,49
0.0157,0.018904,0.017884,18,49
0.008871,0.010996,0.011892,18,49
0.003349,0.0050014,0.0038734,18,49
0.010958,0.013395,0.014143,18,49
0.0054332,0.0088541,0.0071034,18,49
0.0078757,0.024661,0.013829,18,49
0.0039648,0.0055201,0.0045886,18,49
0.0042059,0.0056827,0.0046946,18,49
0.0027944,0.0080321,0.0041742,18,49
0.0023401,0.0036478,0.0026716,18,49
0.0020852,0.0051125,0.0024967,18,49
0.0017421,0.0027346,0.0018832,18,49
0.0023908,0.0035091,0.0026804,18,49
0.0056361,0.012221,0.0084226,18,49
0.0033972,0.0056038,0.0033944,18,49
0.0071854,0.0088658,0.0058271,18,49
0.0037503,0.0058131,0.0034939,18,49
0.0075836,0.012249,0.0097672,18,49
0.017194,0.019483,0.018993,18,49
0.0046633,0.0079998,0.0043276,18,49
0.0092784,0.01515,0.0096422,18,49
0.0072082,0.015808,0.0092425,18,49
0.004964,0.0061008,0.0040397,18,49
0.0028487,0.003968,0.0030597,18,49
0.0052873,0.0054847,0.003847,18,49
0.010308,0.017099,0.014122,18,49
0.004603,0.0056296,0.0032034,18,49
0.0065876,0.013814,0.0077195,18,49
0.0058669,0.011037,0.0076086,18,49
0.0037784,0.008228,0.0032044,18,49
0.0041757,0.0090305,0.0041463,18,49
0.0022518,0.0025797,0.0021276,18,49
0.0025772,0.0031897,0.0027608,18,49
0.0023839,0.0026777,0.0024762,18,49
0.0029257,0.0043996,0.0031876,18,49
0.0064523,0.0084126,0.0035964,18,49
0.0052652,0.0067723,0.0028811,18,49
0.0024483,0.0036754,0.0024277,18,49
0.0092439,0.012416,0.010354,18,49
0.0021235,0.0032402,0.0022276,18,49
0.0025335,0.0034223,0.0023335,18,49
0.011241,0.013288,0.01226,18,49
0.0034313,0.006397,0.0026113,18,49
0.0025701,0.0028562,0.0023612,18,49
0.0025651,0.0032947,0.0020881,18,49
0.0036188,0.005131,0.0033068,18,49
0.010419,0.018276,0.01492,18,49
0.0098347,0.0097785,0.0069629,18,49
0.0050179,0.0084247,0.0055779,18,49
0.0054335,0.010193,0.0073262,18,49
0.004325,0.0093968,0.004857,18,49
0.003536,0.0036468,0.0026789,18,49
0.0041116,0.0052999,0.003063,18,49
0.0021495,0.0026804,0.0018447,18,49
0.0022848,0.0030685,0.0022527,18,49
0.0031723,0.0076136,0.0030002,18,49
0.0041774,0.0057331,0.0035304,18,49
0.0027107,0.0050269,0.0018066,18,49
0.010833,0.020276,0.0068815,18,49
0.0064627,0.010762,0.0053953,18,49
0.0059202,0.010572,0.0049249,18,49
0.0052501,0.010291,0.0063271,18,49
0.0026324,0.0048003,0.0026385,18,49
0.0027659,0.0052109,0.0018289,18,49
0.0028806,0.0048642,0.0027247,18,49
0.0055754,0.011294,0.0065915,18,49
0.0036491,0.0051472,0.0038332,18,49
0.0028879,0.0050937,0.0024675,18,49
0.0024649,0.010613,0.0035967,18,49
0.0070722,0.030525,0.0088425,18,49
0.0038676,0.017386,0.0049301,18,49
0.0036205,0.010662,0.0036194,18,49
0.0056216,0.0099304,0.0066366,18,49
0.0034021,0.010408,0.00308,18,49
0.010218,0.011457,0.01026,18,49
0.0052936,0.0070826,0.003946,18,49
0.004222,0.0056514,0.0037069,18,49
0.0026477,0.0038749,0.0025927,18,49
0.005179,0.012928,0.0073027,18,49
0.0099552,0.011111,0.011551,18,49
0.0086496,0.017605,0.011614,18,49
0.0033132,0.0067689,0.0031319,18,49
0.0041312,0.0082015,0.00312,18,49
0.0030776,0.0047662,0.0034836,18,49
0.0083159,0.0096579,0.0088563,18,49
0.0035751,0.0049227,0.0024761,18,49
0.01027,0.0041527,0.0051842,18,49
0.0025602,0.0037773,0.0023945,18,49
0.0041524,0.0070598,0.0026631,18,49
0.0028829,0.008859,0.0034328,18,49
0.0030361,0.0040121,0.0028737,18,49
0.0029059,0.0073211,0.0029298,18,49
0.0031635,0.0052726,0.0033055,18,49
0.0025704,0.0040506,0.0026377,18,49
0.0044119,0.010633,0.0046785,18,49
0.002949,0.0052677,0.0030006,18,49
0.003864,0.005406,0.0030717,18,49
0.0055155,0.0080439,0.0029316,18,49
0.0027848,0.0042016,0.0023138,18,49
0.0028473,0.0039384,0.0028442,18,49
0.021412,0.028253,0.027911,19,49
0.017706,0.024363,0.023314,19,49
0.010243,0.023125,0.019075,19,49
0.011494,0.0081372,0.0097566,19,49
0.0075742,0.01021,0.010909,19,49
0.017401,0.027099,0.024986,19,49
0.013284,0.019202,0.017454,19,49
0.018088,0.016936,0.017044,19,49
0.013375,0.019442,0.019963,19,49
0.012899,0.014776,0.013748,19,49
0.011414,0.018268,0.018202,19,49
0.016691,0.020639,0.020233,19,49
0.017794,0.02533,0.018943,19,49
0.016145,0.019595,0.021007,19,49
0.013679,0.01917,0.018218,19,49
0.010692,0.016145,0.014302,19,49
0.008745,0.01057,0.010416,19,49
0.013736,0.026728,0.026752,19,49
0.014034,0.020409,0.016271,19,49
0.012285,0.016832,0.016516,19,49
0.012971,0.021617,0.019653,19,49
0.01259,0.019338,0.018233,19,49
0.0071186,0.011392,0.010097,19,49
0.0080101,0.014642,0.011704,19,49
0.0066593,0.0090019,0.0081475,19,49
0.010681,0.014625,0.01398,19,49
0.0066238,0.013379,0.012444,19,49
0.015418,0.026492,0.023299,19,49
0.013719,0.011411,0.010511,19,49
0.012154,0.009591,0.011756,19,49
0.010523,0.011089,0.013314,19,49
0.012061,0.012258,0.013195,19,49
0.005303,0.0063079,0.0066059,19,49
0.0087838,0.011947,0.010124,19,49
0.011168,0.015521,0.012605,19,49
0.010551,0.016236,0.015729,19,49
0.0056083,0.0098981,0.0085245,19,49
0.0092913,0.013386,0.011484,19,49
0.0031331,0.00427,0.0034588,19,49
0.0051386,0.013173,0.011762,19,49
0.0034895,0.0075414,0.0050642,19,49
0.0067525,0.0077797,0.006736,19,49
0.0055557,0.010897,0.0074694,19,49
0.007758,0.014313,0.012422,19,49
0.0055613,0.0096908,0.0074474,19,49
0.0078124,0.015111,0.012863,19,49
0.011507,0.019551,0.018606,19,49
0.0081438,0.020708,0.018755,19,49
0.014273,0.015068,0.013123,19,49
0.0062106,0.016391,0.012109,19,49
0.010154,0.01693,0.015309,19,49
0.011216,0.011646,0.010804,19,49
0.0095322,0.012132,0.011361,19,49
0.0085405,0.010006,0.010623,19,49
0.0094803,0.015892,0.015494,19,49
0.012008,0.017784,0.017372,19,49
0.019323,0.014083,0.011468,19,49
0.013077,0.015251,0.013191,19,49
0.010954,0.0094739,0.0070575,19,49
0.0050238,0.0050868,0.0079731,19,49
0.0065882,0.0063855,0.0065316,19,49
0.012877,0.012527,0.012806,19,49
0.0068694,0.0076355,0.0071187,19,49
0.010931,0.011428,0.014692,19,49
0.0050898,0.010269,0.0081406,19,49
0.00925,0.01135,0.0094598,19,49
0.0066815,0.0081084,0.0089458,19,49
0.0080899,0.010863,0.011034,19,49
0.0020533,0.002935,0.0022128,19,49
0.0070736,0.0084292,0.0075207,19,49
0.0069593,0.0080875,0.0066777,19,49
0.004863,0.0093252,0.007275,19,49
0.0124,0.016094,0.014068,19,49
0.012962,0.015667,0.01461,19,49
0.0095687,0.015986,0.015159,19,49
0.0083163,0.0093724,0.010327,19,49
0.0086891,0.014215,0.012291,19,49
0.0060955,0.013963,0.012364,19,49
0.0063024,0.012589,0.010937,19,49
0.0085557,0.009802,0.0086034,19,49
0.012008,0.01004,0.01077,19,49
0.0031485,0.0049201,0.0042403,19,49
0.0023387,0.0033059,0.0030416,19,49
0.0025798,0.0034712,0.0030111,19,49
0.010494,0.012242,0.010424,19,49
0.0047751,0.0068243,0.0063393,19,49
0.011389,0.014562,0.013942,19,49
0.0041398,0.0075189,0.005997,19,49
0.0028301,0.0046939,0.0041743,19,49
0.008745,0.010786,0.010839,19,49
0.0047163,0.0083278,0.0072101,19,49
0.0098856,0.014957,0.014016,19,49
0.0081928,0.01131,0.0099193,19,49
0.0054427,0.008752,0.0077375,19,49
0.0061603,0.010738,0.0095665,19,49
0.0073525,0.0093592,0.0090945,19,49
0.006521,0.0088934,0.008348,19,49
0.0053031,0.010929,0.0082486,19,49
0.0049152,0.010862,0.0082996,19,49
0.010293,0.013988,0.013873,19,49
0.010172,0.014989,0.013771,19,49
0.0069253,0.0082163,0.0070807,19,49
0.01007,0.013451,0.013052,19,49
0.0092567,0.013222,0.01203,19,49
0.0041695,0.0060701,0.0063224,19,49
0.0062827,0.010404,0.0090909,19,49
0.0075182,0.010368,0.009675,19,49
0.002952,0.0037018,0.0040937,19,49
0.010693,0.015571,0.013767,19,49
0.010587,0.011752,0.011751,19,49
0.0073311,0.0085966,0.0078029,19,49
0.0085331,0.0095592,0.0085382,19,49
0.011282,0.010862,0.0092912,19,49
0.0077105,0.0089104,0.0089203,19,49
0.0091345,0.0070198,0.007713,20,49
0.011023,0.01915,0.014032,20,49
0.0095697,0.011697,0.0093426,20,49
0.014642,0.016051,0.014104,20,49
0.01143,0.014594,0.011244,20,49
0.0043389,0.0053599,0.0041482,20,49
0.0078299,0.012111,0.0094461,20,49
0.0075955,0.0093707,0.0081962,20,49
0.0077034,0.0095372,0.0091078,20,49
0.0069174,0.0090384,0.0079406,20,49
0.017294,0.020598,0.020824,20,49
0.0053695,0.006321,0.0054412,20,49
0.019741,0.017566,0.019607,20,49
0.0084183,0.0071103,0.006029,20,49
0.011109,0.013387,0.012413,20,49
0.0040594,0.0056545,0.0043445,20,49
0.016681,0.019241,0.018033,20,49
0.008048,0.010175,0.0071982,20,49
0.0051168,0.0068539,0.0052415,20,49
0.0093952,0.010514,0.0082566,20,49
0.0056739,0.0073385,0.0060793,20,49
0.0091411,0.010501,0.010499,20,49
0.0070978,0.011163,0.0096301,20,49
0.0050752,0.0064306,0.0041488,20,49
0.0053156,0.0073289,0.0055482,20,49
0.0040617,0.0066254,0.0050869,20,49
0.0054899,0.013312,0.0072526,20,49
0.0057031,0.0085333,0.0061666,20,49
0.0047222,0.0079528,0.0054066,20,49
0.0040794,0.006486,0.0044405,20,49
0.0093898,0.012026,0.010363,20,49
0.010167,0.011456,0.01097,20,49
0.0054289,0.0064155,0.0056975,20,49
0.0073955,0.0078937,0.0074429,20,49
0.017567,0.018918,0.018357,20,49
0.0078409,0.0082573,0.0075875,20,49
0.0081737,0.0077471,0.0072238,20,49
0.0094532,0.0065168,0.0075829,20,49
0.0058167,0.0071554,0.0057893,20,49
0.0081738,0.0082236,0.0082585,20,49
0.0078343,0.0094631,0.0077683,20,49
0.0053907,0.0058382,0.0053273,20,49
0.0065723,0.006618,0.0059806,20,49
0.00439,0.0053462,0.0043172,20,49
0.0064186,0.0074482,0.0069957,20,49
0.0088151,0.012264,0.010545,20,49
0.013378,0.019211,0.017553,20,49
0.009673,0.016185,0.013178,20,49
0.0049863,0.0068451,0.0056562,20,49
0.0076119,0.0099751,0.0082662,20,49
0.0080785,0.0098327,0.0064956,20,49
0.0083812,0.011727,0.0095126,20,49
0.0078239,0.011403,0.0082645,20,49
0.0064337,0.0092374,0.0074342,20,49
0.0066036,0.0090745,0.0059397,20,49
0.01142,0.016427,0.014156,20,49
0.0055965,0.010387,0.0055496,20,49
0.0079007,0.0091307,0.0068621,20,49
0.0076531,0.0095908,0.0074898,20,49
0.0050823,0.005828,0.0049864,20,49
0.0087472,0.0086355,0.0085607,20,49
0.0037244,0.0058873,0.00372,20,49
0.0061728,0.0077724,0.0055055,20,49
0.0045343,0.0069658,0.0048027,20,49
0.0087263,0.0086594,0.0078856,20,49
0.0043195,0.0052188,0.004152,20,49
0.0057639,0.0082344,0.0062825,20,49
0.0057387,0.0065325,0.0054463,20,49
0.0041201,0.0055405,0.004076,20,49
0.0053873,0.0067748,0.0057158,20,49
0.0061396,0.0081543,0.0058395,20,49
0.0062342,0.0065521,0.004356,20,49
0.019043,0.019919,0.020663,20,49
0.0093352,0.0096046,0.0086641,20,49
0.0048058,0.0057048,0.0042163,20,49
0.0020682,0.0022194,0.0018836,20,49
0.0019519,0.0022998,0.0019505,20,49
0.0019288,0.0022523,0.0020786,20,49
0.0021246,0.002561,0.00208,20,49
0.0027017,0.0031142,0.0030841,20,49
0.0033233,0.0040897,0.0033627,20,49
0.004902,0.0049554,0.0044145,20,49
0.0075327,0.008224,0.0067969,20,49
0.006342,0.0059884,0.0053601,20,49
0.012127,0.008542,0.0092474,20,49
0.0069699,0.0085852,0.0062052,20,49
0.0055862,0.0062486,0.0055151,20,49
0.0071505,0.008814,0.0059457,20,49
0.0055712,0.0082703,0.0050802,20,49
0.0047023,0.0075699,0.0052915,20,49
0.0062903,0.0065757,0.0057645,20,49
0.0052995,0.0061956,0.0056993,20,49
0.0066054,0.0084551,0.0064696,20,49
0.0055435,0.0083305,0.005709,20,49
0.0040377,0.0050812,0.0036885,20,49
0.007731,0.0092832,0.008599,20,49
0.0057457,0.0075985,0.0047859,20,49
0.0050484,0.006687,0.0047793,20,49
0.0086772,0.010603,0.0088756,20,49
0.0074347,0.0089903,0.0078939,20,49
0.0057735,0.00619,0.0052591,20,49
0.0089192,0.01111,0.010233,20,49
0.0027189,0.0031942,0.0026305,20,49
0.0060327,0.0070375,0.0058785,20,49
0.0053595,0.0070012,0.004484,20,49
0.012373,0.018304,0.014185,20,49
0.011591,0.014525,0.0099814,20,49
0.0097798,0.01496,0.010009,20,49
0.0059177,0.0081635,0.0061957,20,49
0.0043168,0.0058255,0.0040478,20,49
0.004074,0.0060802,0.0040157,20,49
0.0054608,0.0070379,0.0065559,20,49
0.0085488,0.0088887,0.007425,20,49
0.0054821,0.0064941,0.0050978,20,49
0.0054107,0.0067616,0.0059856,20,49
0.0051821,0.0068752,0.0050408,20,49
0.012337,0.011298,0.0096039,20,49
0.0044907,0.0051679,0.0043812,20,49
0.0061116,0.0086953,0.006538,20,49
0.0051889,0.0075419,0.0053496,20,49
0.0054904,0.0076781,0.0052929,20,49
0.0068053,0.010851,0.0067062,20,49
0.0042768,0.0051541,0.0041346,20,49
0.0058481,0.0077099,0.0054334,20,49
0.0039515,0.006438,0.0044183,20,49
0.0057944,0.0090409,0.0054504,20,49
0.0042731,0.0048223,0.0036303,20,49
0.0090893,0.011201,0.010089,20,49
0.01431,0.021444,0.023338,21,49
0.0089951,0.011269,0.01055,21,49
0.0082804,0.014794,0.016539,21,49
0.0060232,0.014735,0.017867,21,49
0.013649,0.021672,0.022851,21,49
0.0070818,0.010695,0.01137,21,49
0.0080169,0.013258,0.012907,21,49
0.011984,0.015687,0.016039,21,49
0.0064378,0.0073221,0.0077057,21,49
0.0055432,0.0090085,0.0099014,21,49
0.017605,0.02129,0.022342,21,49
0.012188,0.018617,0.019615,21,49
0.0078792,0.015759,0.018084,21,49
0.010568,0.014672,0.015473,21,49
0.0094604,0.013027,0.013299,21,49
0.010473,0.013386,0.013733,21,49
0.021958,0.013345,0.019129,21,49
0.0090313,0.012238,0.012996,21,49
0.015337,0.013636,0.012704,21,49
0.01056,0.01499,0.014863,21,49
0.0052059,0.0072569,0.0072705,21,49
0.0043313,0.0048068,0.005013,21,49
0.0035715,0.0084093,0.010422,21,49
0.0049223,0.0070774,0.0072347,21,49
0.0042313,0.0064509,0.0076228,21,49
0.012145,0.013245,0.014453,21,49
0.0054999,0.0081611,0.0083018,21,49
0.012817,0.0083931,0.012194,21,49
0.0058168,0.0072379,0.0077316,21,49
0.0058092,0.0081585,0.0085559,21,49
0.0090423,0.010435,0.010895,21,49
0.010744,0.0071411,0.011357,21,49
0.0045152,0.0063041,0.0063049,21,49
0.0056555,0.0071157,0.0063037,21,49
0.0073564,0.0086319,0.0085704,21,49
0.0052887,0.007047,0.0066556,21,49
0.0093585,0.0094459,0.0097953,21,49
0.0037448,0.0056328,0.0061053,21,49
0.0068726,0.0084207,0.010013,21,49
0.0070985,0.0083439,0.0079469,21,49
0.0036824,0.0041063,0.0045481,21,49
0.0034104,0.0045479,0.0044415,21,49
0.0042187,0.0059624,0.0059896,21,49
0.0034596,0.0056722,0.0048744,21,49
0.0063431,0.014076,0.015375,21,49
0.003132,0.0078118,0.007551,21,49
0.011602,0.012493,0.0132,21,49
0.0045727,0.0054537,0.0055943,21,49
0.005292,0.0063723,0.0063746,21,49
0.0018405,0.0030156,0.0028527,21,49
0.003995,0.0057883,0.0058527,21,49
0.0046139,0.0047892,0.005237,21,49
0.0035106,0.0049101,0.004698,21,49
0.010344,0.0072238,0.0075697,21,49
0.008426,0.0074137,0.0086919,21,49
0.012391,0.011405,0.011409,21,49
0.0091768,0.018865,0.016392,21,49
0.0034926,0.0043309,0.0041723,21,49
0.0034676,0.0031349,0.0033341,21,49
0.0034345,0.0046475,0.0042586,21,49
0.0036298,0.005413,0.0058838,21,49
0.0030826,0.0046239,0.0044762,21,49
0.003835,0.0051106,0.0049623,21,49
0.0038966,0.0052003,0.0048824,21,49
0.0048832,0.0058982,0.006005,21,49
0.0029113,0.0045654,0.0041693,21,49
0.0040459,0.0061946,0.0052268,21,49
0.0034913,0.0048854,0.0046731,21,49
0.010123,0.0076652,0.010854,21,49
0.010964,0.015007,0.013996,21,49
0.0094826,0.010856,0.012259,21,49
0.0036451,0.0043519,0.0046688,21,49
0.008754,0.0095223,0.0092826,21,49
0.0047311,0.0061937,0.0066354,21,49
0.010383,0.009606,0.010611,21,49
0.0048254,0.006553,0.0067364,21,49
0.011813,0.0118,0.012316,21,49
0.01778,0.022753,0.022601,21,49
0.010788,0.017297,0.016964,21,49
0.0062577,0.013827,0.011281,21,49
0.010147,0.014334,0.01451,21,49
0.0068963,0.00715,0.0076555,21,49
0.0039786,0.006107,0.0065616,21,49
0.0055063,0.007331,0.007027,21,49
0.0047013,0.012554,0.0068865,21,49
0.0056744,0.0083104,0.0064944,21,49
0.007714,0.0068947,0.0073658,21,49
0.002291,0.0031481,0.0032118,21,49
0.0069578,0.0078312,0.0076803,21,49
0.0040776,0.0052268,0.0048593,21,49
0.0042408,0.0056875,0.0054304,21,49
0.0056697,0.0063644,0.0064762,21,49
0.0087913,0.0092132,0.0087591,21,49
0.0041567,0.0089791,0.010012,21,49
0.0090396,0.01009,0.010611,21,49
0.0071549,0.0092238,0.0089301,21,49
0.0060257,0.0086734,0.0086701,21,49
0.0056789,0.006921,0.0067331,21,49
0.0040379,0.0057285,0.0055879,21,49
0.0046158,0.010589,0.010919,21,49
0.0042709,0.0080826,0.0084287,21,49
0.0031669,0.0046593,0.0042,21,49
0.0060545,0.0056965,0.0067877,21,49
0.0053654,0.008212,0.0084883,21,49
0.0087685,0.009502,0.0096484,21,49
0.0062141,0.0071569,0.0070032,21,49
0.012576,0.011026,0.014152,21,49
0.0022259,0.0044241,0.0035863,21,49
0.0028677,0.0039412,0.0039303,21,49
0.0022245,0.0027392,0.0027339,21,49
0.0021455,0.002857,0.0027387,21,49
0.0050546,0.0063531,0.0065363,21,49
0.0069878,0.007567,0.0077956,21,49
0.0053459,0.0059525,0.0060761,21,49
0.0058699,0.0073387,0.0076383,21,49
0.0036397,0.006056,0.0064071,21,49
0.016946,0.015928,0.0085454,22,49
0.013779,0.01368,0.0097328,22,49
0.011603,0.010621,0.0069117,22,49
0.0098897,0.0083779,0.0065886,22,49
0.011254,0.011038,0.0062159,22,49
0.0054634,0.0066099,0.0052517,22,49
0.012781,0.014172,0.010478,22,49
0.010743,0.013481,0.0094216,22,49
0.017067,0.015724,0.0090833,22,49
0.0086275,0.012122,0.0095245,22,49
0.0082237,0.0080284,0.0056062,22,49
0.010053,0.011388,0.006218,22,49
0.014725,0.019211,0.012544,22,49
0.01205,0.011748,0.0081898,22,49
0.0080528,0.0092579,0.0064919,22,49
0.007382,0.012611,0.0096885,22,49
0.0084294,0.014028,0.012095,22,49
0.010481,0.013725,0.0083953,22,49
0.011802,0.012509,0.01107,22,49
0.015875,0.010895,0.012372,22,49
0.010352,0.010565,0.0087787,22,49
0.013629,0.015343,0.013311,22,49
0.016033,0.017072,0.0082348,22,49
0.011164,0.011789,0.0092375,22,49
0.010591,0.011616,0.0086563,22,49
0.014662,0.015533,0.013053,22,49
0.011746,0.012762,0.010399,22,49
0.011254,0.011809,0.01184,22,49
0.014374,0.017287,0.014445,22,49
0.011955,0.01616,0.011489,22,49
0.010983,0.010055,0.0079171,22,49
0.0111,0.015336,0.010289,22,49
0.0062874,0.0074029,0.0077303,22,49
0.011894,0.011048,0.015617,22,49
0.012279,0.011472,0.01461,22,49
0.017548,0.01107,0.010963,22,49
0.01241,0.013377,0.01174,22,49
0.013151,0.013767,0.013565,22,49
0.0073676,0.010443,0.009985,22,49
0.00722,0.012911,0.011244,22,49
0.013701,0.022662,0.01731,22,49
0.013801,0.020358,0.013047,22,49
0.019716,0.015126,0.015523,22,49
0.016926,0.017782,0.014704,22,49
0.012802,0.013742,0.0089497,22,49
0.018339,0.025727,0.017949,22,49
0.011874,0.026478,0.016353,22,49
0.013178,0.015682,0.012521,22,49
0.01443,0.01324,0.011705,22,49
0.0095856,0.019796,0.013849,22,49
0.016691,0.02541,0.025568,22,49
0.010583,0.017563,0.014286,22,49
0.014288,0.016694,0.013701,22,49
0.016211,0.014342,0.016166,22,49
0.013012,0.016497,0.021228,22,49
0.011195,0.019257,0.01324,22,49
0.015332,0.021443,0.016043,22,49
0.0098056,0.014522,0.013687,22,49
0.0078178,0.010636,0.016143,22,49
0.019744,0.013924,0.013835,22,49
0.010026,0.019126,0.015851,22,49
0.010128,0.014983,0.013521,22,49
0.01101,0.014727,0.01444,22,49
0.012406,0.018399,0.020063,22,49
0.0083644,0.017683,0.01778,22,49
0.0076893,0.013361,0.012636,22,49
0.0062277,0.010004,0.0089845,22,49
0.011397,0.016777,0.014958,22,49
0.0070903,0.017984,0.012527,22,49
0.0076338,0.012264,0.011019,22,49
0.0073642,0.016079,0.013545,22,49
0.005066,0.0076948,0.0068084,22,49
0.013062,0.012441,0.011513,22,49
0.0025276,0.0031832,0.002945,22,49
0.0045727,0.0062605,0.0062064,22,49
0.012485,0.013149,0.013266,22,49
0.014328,0.013427,0.012266,22,49
0.0046076,0.006176,0.0056716,22,49
0.0075954,0.009739,0.0097187,22,49
0.0091722,0.012526,0.011114,22,49
0.00674,0.011256,0.012199,22,49
0.0071727,0.007646,0.0060202,22,49
0.0074802,0.0081287,0.0071486,22,49
0.0081587,0.013096,0.013383,22,49
0.01036,0.017931,0.014176,22,49
0.020877,0.020298,0.015239,22,49
0.0098559,0.013246,0.011909,22,49
0.0090764,0.013923,0.013745,22,49
0.0097485,0.013355,0.010478,22,49
0.010071,0.018065,0.014195,22,49
0.013043,0.019759,0.017963,22,49
0.011985,0.018582,0.018285,22,49
0.0085581,0.012274,0.012278,22,49
0.0080157,0.011931,0.011224,22,49
0.0066653,0.012093,0.0094997,22,49
0.0078622,0.011689,0.0096802,22,49
0.0070101,0.0099882,0.0079257,22,49
0.0095019,0.01149,0.0098657,22,49
0.007341,0.0096549,0.0081059,22,49
0.0086716,0.015151,0.012139,22,49
0.0077871,0.012004,0.010569,22,49
0.0061311,0.013793,0.013296,22,49
0.0068386,0.013598,0.012304,22,49
0.0055508,0.0086531,0.007157,22,49
0.0048065,0.0087415,0.0073824,22,49
0.0053303,0.0071505,0.007441,22,49
0.0064658,0.0087396,0.0061639,22,49
0.010081,0.010612,0.0084242,22,49
0.0063938,0.009769,0.0062794,22,49
0.0069267,0.007746,0.0056601,22,49
0.0091853,0.011369,0.0086273,22,49
0.0085148,0.011414,0.0086218,22,49
0.0069231,0.010277,0.010364,22,49
0.008616,0.0079962,0.011082,22,49
0.011092,0.0114,0.0094215,22,49
0.0062447,0.0086684,0.0072661,22,49
0.0093095,0.013738,0.013299,22,49
0.0056122,0.011181,0.0082094,22,49
0.010387,0.012541,0.0095066,22,49
0.0058381,0.0098974,0.0079583,22,49
0.0035941,0.0043084,0.0036819,22,49
0.0042929,0.0043729,0.0037784,22,49
0.023976,0.018236,0.01101,22,49
0.014136,0.01375,0.013427,22,49
0.013851,0.013903,0.012019,22,49
0.0051223,0.0073694,0.0064897,22,49
0.0060267,0.0081103,0.0074811,22,49
0.0075842,0.0091369,0.0083404,22,49
0.0056556,0.0070905,0.0051572,22,49
0.0086949,0.0078846,0.0058222,22,49
0.012337,0.014686,0.014117,22,49
0.0092415,0.013586,0.013804,22,49
0.0056963,0.0080288,0.0070554,22,49
0.0047332,0.0088784,0.0068604,22,49
0.0063715,0.0079239,0.0077391,22,49
0.0080817,0.014475,0.013075,22,49
0.0059317,0.0099499,0.0082176,22,49
0.0060538,0.011845,0.010023,22,49
0.010951,0.010765,0.010341,22,49
0.011987,0.01338,0.011776,22,49
0.0093806,0.013384,0.0094667,22,49
0.0054888,0.0060074,0.0051791,22,49
0.012337,0.014536,0.011066,22,49
0.010502,0.012638,0.01246,22,49
0.0123,0.017068,0.014559,22,49
0.0089194,0.01124,0.0091512,22,49
0.0083827,0.011221,0.0092494,22,49
0.0075262,0.013483,0.012168,22,49
0.010743,0.012517,0.010689,22,49
0.0045339,0.0087002,0.0079771,22,49
0.010917,0.0098165,0.0092564,22,49
0.0064197,0.0095845,0.0085696,22,49
0.0035749,0.0043773,0.0061956,23,49
0.0043322,0.0053606,0.0071278,23,49
0.0070303,0.0080816,0.01005,23,49
0.013648,0.011942,0.015106,23,49
0.004321,0.0077943,0.0095098,23,49
0.005381,0.0079106,0.0097141,23,49
0.0098163,0.011963,0.013937,23,49
0.0036123,0.0055973,0.005812,23,49
0.0036054,0.0064677,0.0074222,23,49
0.0046395,0.0043962,0.006059,23,49
0.0067242,0.007006,0.0083195,23,49
