fc,fs,sc,ibrain,stage
0.70327,2.0523,-1.0497,6,46
0.80545,1.1917,-0.34422,6,46
0.12335,0.63665,-0.58832,6,46
0.67061,1.01,-0.56983,6,46
0.51635,0.92516,-0.39669,6,46
0.38489,0.77004,-0.55364,6,46
0.53618,0.84835,-0.54034,6,46
0.54755,0.63746,-0.039386,6,46
0.83821,1.1291,-0.38992,6,46
0.43514,0.86114,-0.48688,6,46
0.32756,0.5524,-0.29233,6,46
0.41544,0.66092,-0.3111,6,46
0.48153,0.78766,-0.22561,6,46
0.40418,0.71067,-0.38722,6,46
1.484,1.1879,0.18536,6,46
0.31647,0.50253,-0.25077,6,46
1.0961,1.2677,-0.42457,6,46
0.67949,0.6546,0.10686,6,46
0.69116,0.63826,0.035926,6,46
1.426,1.6842,-0.41206,6,46
0.5288,0.4515,0.13273,6,46
0.6791,0.62802,0.058114,6,46
0.25185,0.51748,-0.21347,6,46
1.1653,1.2352,-0.035513,6,46
0.36522,0.30013,0.07082,6,46
0.5838,0.89035,-0.39546,6,46
0.37315,0.2146,0.19955,6,46
0.061501,0.46994,-0.44219,6,46
0.39576,0.14311,0.27936,6,46
0.8991,1.1192,-0.31443,6,46
0.69612,0.90948,-0.25015,6,46
0.48593,0.81797,-0.5571,6,46
0.9633,1.091,-0.12051,6,46
0.72899,1.0284,-0.065403,7,46
1.6198,1.8861,0.22589,7,46
2.3384,2.301,0.18791,7,46
1.7024,1.6426,-0.06604,7,46
1.3289,1.0766,0.42742,7,46
2.4519,1.7958,0.035827,7,46
1.9156,1.4923,0.74443,7,46
0.2519,0.73883,-0.36298,7,46
2.0049,2.6646,-0.67269,7,46
0.43991,0.47106,0.010159,7,46
0.8892,0.51639,0.41252,7,46
1.3168,1.7072,0.10577,7,46
0.37885,0.27454,0.19965,7,46
0.8298,0.66151,0.26628,7,46
0.72417,0.77615,0.060992,7,46
0.59117,0.43447,0.18605,7,46
0.94162,0.79934,0.1881,7,46
1.7005,1.581,0.072052,7,46
1.1739,1.2878,-0.12734,7,46
1.1228,1.1608,0.15703,7,46
1.6145,1.8688,-0.37265,7,46
0.6638,0.85539,-0.19097,7,46
0.65595,0.92732,-0.2613,7,46
0.22783,0.10887,0.15064,7,46
0.4999,0.41573,0.11086,7,46
1.274,1.2111,0.38965,7,46
1.2504,1.3349,0.15878,7,46
1.939,2.1465,0.23363,7,46
1.4458,1.1958,0.48647,7,46
2.5905,2.6674,-0.14534,7,46
1.5705,1.9585,-0.18949,7,46
1.7275,1.7491,0.16062,7,46
1.4095,2.2956,-0.72105,7,46
1.4368,1.2879,0.2178,7,46
0.60051,0.36436,0.32057,7,46
1.9546,1.983,0.0313,7,46
1.0773,0.85596,0.29564,7,46
0.35756,0.66148,-0.25344,7,46
1.147,1.1699,-0.21142,7,46
0.030979,-0.25569,0.38551,7,46
1.3963,1.5237,0.17765,7,46
0.3586,0.023064,0.41549,7,46
0.33863,0.14277,0.22419,7,46
-0.01757,-0.033944,0.017758,7,46
0.1742,0.015686,0.21149,7,46
0.8393,0.49862,0.45618,7,46
-0.039685,-0.1256,0.095379,7,46
0.046502,0.20987,-0.12682,7,46
0.34516,0.33797,0.023628,7,46
0.32474,0.54277,-0.11086,7,46
0.34543,0.23746,0.16933,7,46
0.46258,0.3748,0.15369,7,46
0.46249,0.4177,0.17359,7,46
0.48822,0.46441,0.020021,7,46
0.19239,0.10102,0.12344,7,46
-0.20707,-0.20474,-0.025179,7,46
0.2031,0.046317,0.1524,7,46
0.37141,0.095143,0.3596,7,46
0.050294,-0.20129,0.25862,7,46
0.4,0.060134,0.44899,7,46
1.6443,1.6865,-0.045574,7,46
1.1151,1.1177,0.077073,7,46
1.0231,0.9653,0.18196,7,46
0.11187,0.27701,-0.12741,7,46
0.81551,0.42247,0.43811,7,46
1.4089,1.8102,-0.35472,7,46
2.521,1.8797,-0.023371,7,46
0.91987,1.3672,-0.19836,7,46
0.48937,0.44882,0.22207,7,46
1.2446,0.90763,0.49622,7,46
1.2445,2.06,-0.60719,7,46
0.23431,-0.026559,0.31101,7,46
0.56383,0.50996,0.084424,7,46
0.16545,-0.28229,0.39774,7,46
0.17736,0.15855,0.051554,7,46
0.44802,0.20087,0.27543,7,46
0.2738,0.48866,-0.08976,7,46
0.92562,0.89159,-0.070441,7,46
0.13828,-0.064926,0.23364,7,46
0.82925,1.0929,-0.10983,7,46
0.21181,0.13602,0.10763,7,46
-0.20671,-0.39116,0.11929,7,46
1.6771,1.5113,0.1885,7,46
0.60846,0.86913,0.009202,7,46
0.51833,0.28174,0.23015,7,46
0.92044,0.76273,0.22818,7,46
0.27025,0.045909,0.29118,7,46
0.3659,0.18561,0.25267,7,46
0.83746,0.75231,0.12861,7,46
0.86929,0.96532,0.082516,7,46
1.3959,1.2907,0.14313,7,46
1.3559,2.2078,-0.85527,7,46
1.7198,1.6743,0.066039,7,46
1.8538,1.9552,0.12244,7,46
1.478,1.5252,0.13311,7,46
0.57837,0.58313,0.25768,7,46
1.1783,1.1116,0.16649,7,46
1.8269,1.3151,0.34421,7,46
0.8705,0.58223,0.51991,7,46
1.137,1.0433,0.12531,7,46
2.2412,1.9417,0.33746,7,46
0.36871,0.15261,0.29362,7,46
2.2352,2.4319,-0.22827,7,46
2.4105,2.3863,0.26205,7,46
-0.20636,-0.32777,0.086635,7,46
2.0947,2.1144,0.47058,7,46
1.3465,1.5174,0.31335,7,46
1.1986,0.91192,0.57322,7,46
1.3415,0.99417,0.36845,7,46
1.3917,1.2541,0.30355,7,46
0.33638,0.29795,0.037592,7,46
0.70828,0.59139,0.21272,7,46
0.18984,0.024763,0.20655,7,46
0.24077,0.11571,0.15848,7,46
0.35342,0.28009,0.10862,7,46
0.65127,0.87737,-0.063131,7,46
0.83353,1.3376,-0.23198,7,46
2.1558,2.091,-0.058752,7,46
1.5362,1.5045,0.20015,7,46
1.4746,1.9473,-0.25425,7,46
1.4419,1.6085,0.072928,7,46
1.7979,3.1419,-0.21692,7,46
0.84741,0.35673,0.63086,7,46
0.68447,1.2795,-0.64478,7,46
0.3024,-0.04866,0.43837,7,46
1.9208,1.8412,0.10523,7,46
1.4581,1.485,-0.029711,7,46
1.6577,1.794,0.08265,7,46
1.1528,1.0566,0.29934,7,46
2.0476,1.8418,0.1158,7,46
0.88907,1.0359,0.0046533,7,46
0.81084,0.45015,0.3702,7,46
0.41587,0.27962,0.1706,7,46
0.39264,0.39634,0.044089,8,46
1.2235,1.893,-0.62867,8,46
-0.28905,-0.218,-0.11888,8,46
2.8208,3.716,-0.99892,8,46
0.62403,0.59363,-0.010161,8,46
2.1942,2.5577,-0.29862,8,46
0.14669,0.26634,-0.14821,8,46
1.7708,3.8051,-1.9687,8,46
2.6161,4.2341,-1.2535,8,46
1.2534,1.8115,-0.49088,8,46
2.0764,2.288,-0.33671,8,46
2.5103,2.8672,-0.47816,8,46
3.1525,3.5392,-1.5813,8,46
2.2563,3.5201,-0.99374,8,46
2.0864,2.8553,-0.41191,8,46
1.9968,3.0816,-0.58076,8,46
0.05272,0.69528,-0.65815,8,46
1.506,2.0132,-0.64581,8,46
1.9034,3.2355,-0.67585,8,46
1.5021,2.4377,-0.59265,8,46
2.0507,3.0985,-0.63984,8,46
1.0195,1.8618,-0.62193,8,46
1.067,1.6362,-0.42925,8,46
0.50318,0.66793,-0.18056,8,46
0.72668,0.99839,-0.29139,8,46
1.1716,2.3482,-0.72902,8,46
1.2295,2.0616,-0.68537,8,46
1.8182,4.0979,-1.1776,8,46
2.5435,3.4819,-0.50051,8,46
0.87852,1.0406,-0.22787,8,46
1.8767,2.31,-0.31987,8,46
1.2738,2.2026,-0.81266,8,46
1.6498,2.2187,0.053876,8,46
0.9233,1.497,-0.77799,8,46
1.8035,3.3036,-0.86138,8,46
2.1762,2.9087,-0.55787,8,46
1.8462,2.4421,-0.46959,8,46
2.4098,3.7587,-1.4777,8,46
0.59273,1.399,-0.91887,8,46
1.5399,1.8354,-0.21388,8,46
0.82115,2.0166,-1.0616,8,46
1.4685,2.4893,-0.95797,8,46
1.9413,2.81,-1.01,8,46
1.1462,2.2338,-0.80077,8,46
1.2461,1.0915,-0.074369,8,46
1.3326,2.0434,-0.55289,8,46
0.87105,1.2187,-0.33159,8,46
0.74936,0.89706,0.058832,8,46
0.74528,1.2362,-0.46665,8,46
0.58793,1.2707,-0.5965,8,46
1.2373,2.0832,-0.4811,8,46
0.65087,0.76409,-0.16477,8,46
1.4021,1.6533,-0.22083,8,46
0.76918,1.1046,-0.21683,8,46
0.56815,1.0011,-0.31049,8,46
0.25054,0.44731,-0.17897,8,46
0.4523,0.68263,-0.18374,8,46
0.35952,0.72476,-0.4036,8,46
0.22218,0.57837,-0.39603,8,46
0.51065,0.70834,-0.20074,8,46
1.554,1.8024,-0.39275,8,46
0.3549,0.71241,-0.49762,8,46
0.41071,0.81817,-0.4435,8,46
0.30552,0.47929,-0.20656,8,46
0.31592,0.57902,-0.26168,8,46
0.19196,0.33284,-0.16997,8,46
0.62129,0.76603,0.024271,8,46
0.37213,0.66498,-0.3494,8,46
0.42986,0.5601,-0.13195,8,46
0.8959,1.9159,-0.68982,8,46
1.4334,2.1241,-0.63456,8,46
2.2158,3.0988,-0.87693,8,46
1.2002,1.4903,-0.49428,8,46
0.30273,0.65051,-0.33672,8,46
0.86097,1.9151,-0.8759,8,46
2.2404,2.7227,-0.83236,8,46
0.41582,0.73328,-0.42079,8,46
0.42383,0.88387,-0.42404,8,46
0.54231,1.2287,-0.5723,8,46
0.28552,0.15007,0.12827,8,46
1.8929,2.5486,-0.51365,8,46
1.2632,2.7543,-1.9526,8,46
1.371,2.3373,-1.0137,8,46
0.73415,1.1708,-0.41504,8,46
0.63299,1.0828,-0.43233,8,46
0.31584,0.58498,-0.31951,8,46
0.073164,0.18549,-0.12283,8,46
0.32657,0.54165,-0.2693,8,46
0.4422,0.59434,-0.27202,8,46
0.99302,1.7901,-0.5738,8,46
1.7556,2.7268,-0.82198,8,46
0.87091,0.50123,0.46048,8,46
0.75571,0.66855,0.12426,8,46
0.49888,0.61761,-0.1747,8,46
0.63017,0.65856,-0.001936,8,46
1.3837,1.9619,-0.24131,8,46
0.70549,0.7632,-0.09734,8,46
0.75325,1.3261,-0.45086,8,46
1.3386,2.2764,-0.59792,8,46
1.0774,1.8407,-0.559,8,46
0.71694,0.57047,0.13065,8,46
0.098064,0.24446,-0.17191,8,46
0.91691,1.3588,-0.21548,8,46
0.12538,0.072121,0.064907,8,46
0.11734,0.24777,-0.15584,8,46
1.1728,1.8272,-0.4568,8,46
0.70224,1.1816,-0.36023,8,46
1.5057,2.5168,-0.77854,8,46
0.77708,0.88592,-0.27621,8,46
0.53375,0.88152,-0.41882,8,46
0.32588,0.66456,-0.35889,8,46
0.10548,0.3232,-0.27491,9,46
0.25184,0.22091,0.0085104,9,46
-0.025918,0.01643,-0.042831,9,46
0.08739,0.036989,0.043566,9,46
-0.014199,-0.079601,0.074432,9,46
0.03827,0.012062,0.025303,9,46
-0.83034,-0.73421,-0.079143,9,46
-0.19471,0.017059,-0.21889,9,46
-0.14699,0.37474,-0.46783,9,46
-0.075774,0.079028,-0.15544,9,46
-0.47168,0.08724,-0.42235,9,46
0.25027,0.08619,0.14244,9,46
-0.050145,0.14818,-0.19786,9,46
0.013567,0.041968,-0.032525,9,46
0.0017594,0.032884,-0.027842,9,46
-0.12521,0.061864,-0.17142,9,46
-0.12694,-0.19329,0.08075,9,46
-0.10537,-0.12497,0.037538,9,46
-0.13265,-0.08421,-0.039509,9,46
0.23032,0.19984,-0.036319,9,46
0.13244,0.10482,0.0078617,9,46
-0.12691,0.11855,-0.21535,9,46
0.0054644,0.1126,-0.10392,9,46
-0.12007,0.013092,-0.12774,9,46
-0.10478,0.065165,-0.15607,9,46
-0.13165,-0.0025831,-0.1126,9,46
0.16007,0.36458,-0.18432,9,46
0.51563,0.37765,0.025755,9,46
0.41801,0.4143,-0.10739,9,46
-0.083436,-0.1085,0.020151,9,46
0.70718,0.26435,0.43807,9,46
-0.3563,0.014095,-0.29443,9,46
-0.037563,0.3421,-0.38261,9,46
-0.11811,0.063708,-0.16589,9,46
-0.077737,0.096747,-0.16178,9,46
0.012905,0.1671,-0.16413,9,46
-0.14002,0.15433,-0.27259,9,46
0.022193,0.066859,-0.048352,9,46
0.52483,0.33197,0.20346,9,46
-0.0011152,0.33229,-0.33008,9,46
-0.19426,0.099553,-0.27794,9,46
0.28748,0.18321,0.1416,9,46
-0.15454,-0.00074505,-0.14915,9,46
-0.056756,0.27508,-0.31086,9,46
0.18159,0.53071,-0.41244,9,46
0.44639,0.55938,-0.20396,9,46
0.64457,0.56913,0.09253,9,46
0.13505,0.15308,-0.040301,9,46
-0.34419,0.028903,-0.29574,9,46
0.46466,0.28631,0.065519,9,46
-0.13008,-0.087429,-0.040265,9,46
0.14705,-0.053888,0.2218,9,46
0.27646,0.23045,0.040353,9,46
-0.082336,0.2519,-0.31387,9,46
-0.32915,0.037927,-0.32704,9,46
0.2763,0.20788,0.03776,9,46
-0.02673,-0.2075,0.19228,9,46
0.33124,0.11517,0.18247,9,46
-0.067581,0.18136,-0.23467,9,46
0.10216,0.087692,-0.013655,9,46
0.52126,0.52779,-0.17342,9,46
0.44741,0.14326,0.24832,9,46
0.085201,0.25969,-0.19499,9,46
0.080838,0.22175,-0.15351,9,46
0.63564,0.37165,0.22354,9,46
-0.099691,-0.11175,0.015707,9,46
0.15768,0.14967,-0.029027,9,46
0.18236,0.41425,-0.30928,9,46
-0.029854,0.18761,-0.20893,9,46
-0.31057,-0.0092352,-0.26394,9,46
-0.096542,0.023305,-0.10405,9,46
-0.015227,0.014864,-0.028363,9,46
-0.34042,-0.14763,-0.16408,9,46
-0.46732,-0.45181,-0.0041762,9,46
-0.13831,0.17617,-0.29979,9,46
0.097505,0.23125,-0.13957,9,46
0.23537,0.28513,-0.12485,9,46
-0.017964,0.23454,-0.24668,9,46
-0.24713,-0.065241,-0.1827,9,46
0.18686,0.14457,-0.0072134,9,46
-0.20092,0.10327,-0.25932,9,46
0.19584,0.049052,0.12758,9,46
0.42645,0.21804,0.22076,9,46
0.089717,0.12609,-0.055918,9,46
-0.33478,-0.040758,-0.39755,10,46
0.10331,0.38068,-0.29468,10,46
0.25891,0.63883,-0.31059,10,46
-0.13605,0.28935,-0.44992,10,46
