fc,fs,sc,ibrain,stage
0.3282,-0.32809,0.69659,21,49
0.7332,0.68162,-0.24245,21,49
0.56709,0.48707,-0.0046614,21,49
0.29672,0.25555,-0.0027425,21,49
0.37359,0.37363,-0.061349,21,49
0.55891,0.44205,0.057007,21,49
0.33759,0.22961,0.086863,21,49
0.38035,0.28835,0.053699,21,49
0.72257,0.52784,0.095828,21,49
1.0881,0.83546,0.097078,21,49
-0.42716,-0.048701,-0.51077,22,49
-0.2212,-0.0050926,-0.27818,22,49
-0.33876,-0.064019,-0.33144,22,49
-0.24459,-0.11005,-0.15914,22,49
-0.37731,-0.014103,-0.41819,22,49
-0.035639,0.18526,-0.22246,22,49
-0.14306,0.079786,-0.27324,22,49
-0.098416,0.18573,-0.33717,22,49
-0.42589,-0.066651,-0.44393,22,49
0.075384,0.25278,-0.21605,22,49
-0.32025,-0.022196,-0.33151,22,49
-0.31212,0.094738,-0.45022,22,49
-0.12957,0.22934,-0.36299,22,49
-0.35709,-0.023512,-0.38853,22,49
-0.19571,0.12764,-0.35841,22,49
0.25492,0.42966,-0.22356,22,49
0.32898,0.34276,-0.10761,22,49
-0.26202,0.27502,-0.49551,22,49
-0.069839,0.060854,-0.15033,22,49
-0.16079,-0.26085,0.093798,22,49
-0.12717,0.016836,-0.17121,22,49
-0.020676,0.10765,-0.16134,22,49
-0.45067,0.055671,-0.67739,22,49
-0.11871,0.038446,-0.22362,22,49
-0.17589,0.084176,-0.30422,22,49
-0.1117,0.056966,-0.19389,22,49
-0.11415,0.085923,-0.24484,22,49
0.04775,0.044272,0.0032419,22,49
0.0030549,0.12661,-0.18561,22,49
-0.020416,0.18492,-0.26081,22,49
-0.26073,-0.076214,-0.24804,22,49
-0.043932,0.21349,-0.41327,22,49
0.20837,0.17229,0.048831,22,49
0.21623,-0.049634,0.37592,22,49
0.12817,-0.044375,0.25847,22,49
-0.37785,-0.36105,-0.0082539,22,49
-0.049085,0.068682,-0.15696,22,49
0.022672,0.033764,-0.013315,22,49
0.30068,0.35019,-0.05126,22,49
0.42779,0.57201,-0.15499,22,49
0.22261,0.51069,-0.36133,22,49
-0.048378,0.37483,-0.47185,22,49
-0.16932,-0.18659,0.023411,22,49
-0.13069,0.046396,-0.19037,22,49
-0.24501,0.054775,-0.34257,22,49
-0.02153,0.34686,-0.39094,22,49
0.34417,0.89458,-0.60414,22,49
-0.056352,0.17686,-0.24033,22,49
-0.2353,-0.092517,-0.14952,22,49
0.35867,0.63382,-0.35746,22,49
0.51295,0.4937,0.009197,22,49
0.3166,0.51423,-0.25982,22,49
-0.039525,0.15417,-0.23363,22,49
-0.0027655,-0.11163,0.12185,22,49
0.51278,0.2189,0.28654,22,49
0.15295,0.49295,-0.3885,22,49
0.05041,0.37125,-0.35651,22,49
0.36499,0.37662,-0.067094,22,49
0.92221,0.31,0.53646,22,49
-0.33706,-0.31375,-0.0054222,22,49
0.5498,0.66289,-0.20371,22,49
0.40371,0.41315,-0.11351,22,49
0.28485,0.27474,-0.020834,22,49
0.56923,0.38198,0.10552,22,49
0.91793,0.65328,0.0060884,22,49
0.62528,0.63991,-0.076455,22,49
0.39055,0.41929,-0.10774,22,49
0.43231,0.57009,-0.22905,22,49
0.4734,0.81847,-0.43614,22,49
0.34594,0.4276,-0.12647,22,49
0.58637,0.75644,-0.22334,22,49
0.43587,0.46396,-0.14813,22,49
-0.12376,-0.048001,-0.093916,22,49
0.13236,0.2125,-0.071549,22,49
0.31516,0.31571,-0.0097557,22,49
0.11182,0.097764,0.019415,22,49
-0.15876,-0.065998,-0.10967,22,49
0.21312,0.29506,-0.097144,22,49
0.24975,0.22883,-0.0023362,22,49
0.24266,0.32353,-0.13243,22,49
0.75531,0.52699,0.10366,22,49
-0.15215,0.057316,-0.19826,22,49
-0.026705,0.046947,-0.10058,22,49
0.54554,0.54162,0.028318,22,49
0.33678,0.60419,-0.28174,22,49
-0.31077,-0.029584,-0.33179,22,49
0.22691,0.30899,-0.12544,22,49
0.45067,0.45632,-0.015979,22,49
0.085997,0.27294,-0.22533,22,49
0.3638,0.51967,-0.24497,22,49
0.36773,0.45848,-0.1284,22,49
0.63053,0.64865,-0.025168,22,49
0.44704,0.3833,0.00040864,22,49
0.58407,0.58668,-0.10581,22,49
0.44742,0.50551,-0.22907,22,49
0.23392,0.30977,-0.15817,22,49
0.15329,0.30728,-0.21497,22,49
0.047971,0.19251,-0.16835,22,49
0.10666,0.24457,-0.1688,22,49
0.2695,0.46814,-0.26632,22,49
0.30611,0.42368,-0.15731,22,49
0.92739,0.78925,-0.045065,22,49
0.57885,0.62001,-0.10939,22,49
0.19735,0.34299,-0.18498,22,49
0.40705,0.5185,-0.18107,22,49
0.37281,0.2998,0.050605,22,49
-0.028424,0.2011,-0.26696,22,49
-0.15439,0.04517,-0.23449,22,49
-0.015737,0.35805,-0.43901,22,49
-0.1704,0.087781,-0.24445,22,49
-0.074925,0.2046,-0.27903,22,49
0.011203,0.2683,-0.30415,22,49
0.46734,0.41784,0.010206,22,49
0.22911,-0.063807,0.31406,22,49
-0.13526,0.024395,-0.21306,22,49
0.16741,0.29235,-0.17006,22,49
0.32073,0.34083,-0.03622,22,49
0.34462,0.66128,-0.40865,22,49
-0.092618,0.18553,-0.28595,22,49
0.28776,0.49141,-0.30331,22,49
0.018839,0.14604,-0.16141,22,49
-0.11754,0.01709,-0.1537,22,49
-0.56978,-0.24052,-0.42384,22,49
-0.071746,-0.035099,-0.03197,22,49
-0.1432,0.0039463,-0.17295,22,49
0.26109,0.35643,-0.14797,22,49
0.35362,0.35478,-0.10855,22,49
0.12918,0.20018,-0.10645,22,49
-0.11869,0.25167,-0.38028,22,49
-0.35709,-0.087811,-0.31451,22,49
0.18138,0.23458,-0.057505,22,49
0.51493,0.45898,0.021294,22,49
0.3002,0.35195,-0.14602,22,49
0.34482,0.55839,-0.26084,22,49
0.30013,0.37499,-0.040752,22,49
0.51937,0.61371,-0.13313,22,49
0.55679,0.58916,-0.25064,22,49
0.54116,0.70862,-0.22533,22,49
-0.063884,-0.018637,-0.048127,22,49
-0.018582,0.12067,-0.15623,22,49
0.0071454,0.29154,-0.34933,22,49
-0.055894,0.086167,-0.16581,22,49
-0.11508,0.1705,-0.3109,22,49
0.21069,0.21015,-0.018408,22,49
0.17877,0.30136,-0.14903,22,49
0.029833,0.2285,-0.22478,22,49
0.12607,0.29151,-0.21201,22,49
0.57611,0.60918,-0.13089,22,49
-0.0055434,0.15139,-0.17572,22,49
0.74419,0.76844,-0.1423,22,49
-0.090916,-0.06022,-0.048371,22,49
0.31598,0.40483,-0.1321,22,49
0.93703,0.34825,0.62884,23,49
0.7098,0.34562,0.41437,23,49
0.81937,0.25743,0.41884,23,49
0.43339,-0.62719,1.0359,23,49
1.4647,1.0437,0.45073,23,49
1.3349,0.95225,0.48708,23,49
1.3767,0.91013,0.61892,23,49
0.69709,0.63265,0.055889,23,49
1.4084,0.93769,0.26056,23,49
0.45786,-0.10078,0.58061,23,49
0.48145,0.073424,0.38108,23,49
0.5483,0.23543,0.36377,23,49
0.5725,0.1764,0.28893,23,49
1.4189,0.88024,0.67162,23,49
0.87594,0.12642,0.7015,23,49
0.66612,0.13403,0.42237,23,49
0.4602,0.026423,0.33614,23,49
0.94519,0.41221,0.49964,23,49
0.75253,0.090876,0.60921,23,49
0.95425,0.64526,0.57334,23,49
-0.1833,-0.040761,-0.14084,23,49
0.87507,0.51743,0.32855,23,49
-0.79463,-1.3055,0.444,23,49
0.78415,-0.51407,1.1656,23,49
1.9304,1.2017,0.68576,23,49
1.1895,0.86215,0.36298,23,49
0.64854,-0.016033,0.68695,23,49
1.1052,1.3143,0.25145,23,49
0.76784,0.57902,0.31552,23,49
0.72953,0.72129,-0.12851,23,49
0.97278,0.72108,0.37273,23,49
1.1932,0.4198,0.87028,23,49
1.0528,0.49129,0.62085,23,49
1.0761,0.67134,0.42762,23,49
1.6131,0.81073,0.63821,23,49
1.6202,1.1851,0.60421,23,49
1.732,1.7095,0.69922,23,49
1.4288,0.96383,0.48612,23,49
1.8862,1.5115,0.80131,23,49
1.0298,0.42525,0.72647,23,49
-0.16481,-1.1702,1.0651,23,49
0.12511,-0.40434,0.49783,23,49
0.70755,-0.0052618,0.78865,23,49
1.7834,1.597,0.66061,23,49
1.7647,2.0227,0.76572,23,49
1.7988,1.9616,0.63742,23,49
0.89915,0.81347,0.10003,23,49
0.36431,-0.39111,0.63052,23,49
0.8187,1.2223,0.055074,23,49
1.181,1.2722,0.47565,23,49
0.80328,0.56697,0.37945,23,49
1.0785,0.81672,0.58095,23,49
0.5103,0.30303,0.15779,23,49
0.51937,0.27268,0.21619,23,49
0.044785,-1.3835,1.3082,23,49
1.1612,0.72612,0.64135,23,49
0.99099,0.66891,0.41696,23,49
1.4457,0.86893,0.78253,23,49
0.24534,0.12733,0.13477,23,49
0.324,-0.63825,0.83441,23,49
-0.42101,-1.053,0.49694,23,49
0.57985,-0.42442,1.1125,23,49
1.0694,0.53047,0.67199,23,49
-0.26576,-1.5943,1.1006,23,49
1.0535,0.76543,0.22821,23,49
0.90699,0.27171,0.64287,23,49
0.74268,0.38197,0.35977,23,49
2.5519,2.577,1.1851,23,49
0.75954,0.22273,0.5198,23,49
0.34749,-0.36195,0.63482,23,49
1.6377,0.99668,0.87586,23,49
0.85524,0.15136,0.63643,23,49
0.86823,0.30066,0.53949,23,49
1.3834,0.71796,0.69918,23,49
0.99422,0.37211,0.61212,23,49
1.0924,0.5838,0.52836,23,49
1.1694,0.75613,0.35025,23,49
0.70913,0.13689,0.60754,23,49
0.63135,0.35624,0.2858,23,49
0.55903,-0.087825,0.58186,23,49
0.93239,0.24419,0.79762,23,49
1.9147,1.7189,0.70416,23,49
1.1184,0.93411,0.56545,23,49
1.1765,0.69264,0.72729,23,49
1.0208,0.48482,0.63505,23,49
1.6554,1.5837,0.58885,23,49
-0.66346,-0.99099,0.31962,23,49
0.86929,-0.11125,0.95776,23,49
0.78308,0.14827,0.66417,23,49
0.92442,0.29789,0.71427,23,49
1.0867,0.6454,0.52505,23,49
0.86203,0.18272,0.6879,23,49
-0.054962,-0.18013,0.11219,23,49
-0.29299,-0.89766,0.60003,23,49
1.4995,1.2082,0.089489,23,49
0.84967,0.24262,0.52757,23,49
0.64593,0.25191,0.43021,23,49
0.66041,0.13467,0.4657,23,49
1.0172,0.6173,0.31636,23,49
1.2044,0.82108,0.44166,23,49
0.09384,-0.57029,0.60651,23,49
1.3756,0.74905,0.53259,23,49
0.57011,0.0068882,0.57444,23,49
0.56352,-0.52432,1.2275,23,49
1.2147,0.59921,0.53029,23,49
0.92749,0.3569,0.52262,23,49
1.0124,0.54203,0.47877,23,49
0.61077,-0.22367,0.85629,23,49
-0.15554,-1.1089,0.69912,23,49
0.12144,-0.1433,0.21498,23,49
0.043508,-0.5912,0.64446,23,49
1.0063,0.91612,0.27142,23,49
0.90484,0.72302,-0.019473,23,49
0.82339,0.60561,0.18837,23,49
1.2101,0.89595,0.16908,23,49
1.3387,0.84079,0.5821,23,49
1.3274,0.83413,0.33492,23,49
1.4115,0.88714,0.36259,23,49
0.96754,-0.066735,0.99763,23,49
1.4747,0.6986,0.84733,23,49
0.45401,-0.054392,0.44523,23,49
2.2762,2.2952,0.73884,23,49
1.7184,1.1099,0.47088,23,49
1.4582,0.98983,0.30305,23,49
0.78433,0.37581,0.357,23,49
0.4256,0.036957,0.48324,23,49
1.1127,0.33044,0.86544,23,49
1.8361,1.78,0.59492,23,49
0.89101,0.55669,0.39723,23,49
0.88203,0.326,0.5326,23,49
1.6643,2.179,0.43782,23,49
1.5397,1.3891,0.62839,23,49
2.4032,1.9259,0.50287,23,49
1.7069,2.0563,0.81132,23,49
1.736,0.85871,1.0111,23,49
1.0843,0.47278,0.46435,23,49
0.45872,-0.070278,0.57787,23,49
0.41986,-0.20335,0.67757,23,49
0.53601,0.03842,0.50734,23,49
0.79818,0.55474,0.1048,23,49
0.44823,0.060908,0.38163,23,49
1.1921,1.3607,0.19394,23,49
0.061671,0.046398,0.019359,23,49
1.6917,1.6393,0.80203,23,49
1.6912,0.71663,1.1029,23,49
0.14083,-0.29299,0.47026,23,49
0.77819,0.33349,0.50442,23,49
1.0025,0.90509,0.1406,23,49
0.6453,0.18492,0.42763,23,49
0.80117,0.62314,0.11592,23,49
1.2437,0.83526,0.58482,23,49
0.75314,0.41153,0.34775,23,49
0.68944,0.15968,0.60891,23,49
0.95939,1.0546,0.18508,23,49
1.5812,1.3777,0.58276,23,49
0.78014,0.47617,0.1976,23,49
0.89236,0.27104,0.61845,23,49
0.26152,-0.090091,0.37276,23,49
1.9024,1.2143,0.59787,23,49
1.5639,0.91796,0.50187,23,49
0.72345,0.18014,0.48981,23,49
2.508,1.8109,0.9388,23,49
1.0971,0.65686,0.30236,23,49
0.29359,-0.2392,0.56488,23,49
0.69335,0.20538,0.39214,23,49
1.4889,1.1251,0.56483,23,49
1.637,0.8604,0.59871,23,49
2.0907,1.4811,0.85552,23,49
2.5311,2.0889,0.57861,23,49
0.64109,0.19515,0.39135,23,49
0.30918,0.049617,0.31886,24,49
0.24621,-0.13149,0.41449,24,49
0.14792,-0.14125,0.31213,24,49
0.28942,-0.013038,0.35147,24,49
0.22769,0.030294,0.24664,24,49
0.2752,0.011141,0.31238,24,49
0.25031,-0.11497,0.4106,24,49
0.1258,-0.2286,0.39459,24,49
0.14596,-0.077983,0.22478,24,49
0.22267,0.0027505,0.27204,24,49
-0.030708,-0.38068,0.35126,24,49
0.036015,-0.028799,0.07988,24,49
0.3921,0.17547,0.28202,24,49
-0.012906,-0.33813,0.40584,24,49
0.21711,-0.077713,0.43706,24,49
0.12026,-0.096303,0.24045,24,49
0.26885,-0.087321,0.44867,24,49
0.18295,-0.027209,0.23294,24,49
0.39341,0.20834,0.23932,24,49
0.088806,-0.16384,0.28825,24,49
0.4233,0.38303,-0.0093788,24,49
0.24133,0.16302,0.11008,24,49
0.20431,0.15535,0.094377,24,49
0.053266,-0.61335,0.54034,24,49
0.143,-0.56498,0.72408,24,49
0.30494,-0.081235,0.47091,24,49
0.42873,0.18999,0.27989,24,49
0.54555,0.22857,0.39737,24,49
0.35271,0.42404,-0.02289,24,49
0.3063,0.098633,0.2584,24,49
-1.8089,-3.1012,1.0983,24,49
0.26784,0.035329,0.30957,24,49
0.21648,-0.063538,0.32095,24,49
0.10981,0.032532,0.10273,24,49
0.36295,0.10285,0.30506,24,49
0.18281,0.099484,0.099973,24,49
0.34692,0.17155,0.22843,24,49
0.20286,0.048629,0.19191,24,49
-0.279,-0.68235,0.49616,24,49
0.10298,0.028584,0.098211,24,49
-0.047383,-0.24925,0.26518,24,49
0.10992,-0.12899,0.27629,24,49
0.30262,0.061791,0.26631,24,49
0.41635,0.2007,0.30143,24,49
0.29916,0.024088,0.33443,24,49
0.13768,-0.32015,0.45624,24,49
0.061836,-0.42006,0.47099,24,49
0.18023,0.049691,0.17133,24,49
0.01664,-0.21165,0.24998,24,49
0.098097,-0.096909,0.21307,24,49
-0.48146,-0.93301,0.68397,24,49
0.38248,0.15935,0.30202,24,49
0.076158,-0.2789,0.39841,24,49
-0.077266,-0.42073,0.41819,24,49
-0.012386,-0.34384,0.38547,24,49
-0.028192,-0.4056,0.41977,24,49
0.12565,-0.32927,0.54308,24,49
0.14293,-0.16563,0.30332,24,49
0.34424,0.1709,0.24381,24,49
0.27561,0.20061,0.12575,24,49
0.33686,0.19859,0.18085,24,49
-0.19207,-0.67517,0.48872,24,49
0.0097137,-0.48807,0.53244,24,49
0.22725,0.28718,-0.059344,24,49
0.1315,-0.16137,0.32229,24,49
0.24175,0.13749,0.12112,24,49
0.34526,0.23049,0.14155,24,49
0.16328,-0.0091376,0.16725,24,49
-0.30387,-0.66475,0.38901,24,49
0.098184,-0.17446,0.36837,24,49
-0.35443,-0.5636,0.309,24,49
0.063865,-0.088347,0.15842,24,49
0.32055,0.1408,0.24627,24,49
0.46057,0.45608,0.013907,24,49
-0.16427,-0.38939,0.26902,24,49
-0.23599,-0.59569,0.42663,24,49
-0.21648,-0.53914,0.39848,24,49
-0.2369,-0.27792,0.085633,24,49
-0.11052,-0.233,0.17767,24,49
-0.036158,-0.14124,0.14585,24,49
0.20584,0.10203,0.15133,24,49
0.18326,6.7367e-05,0.206,24,49
0.12499,-0.046156,0.26916,24,49
-0.12852,-0.67647,0.54054,24,49
-0.24902,-0.73902,0.53433,24,49
0.33041,0.1277,0.29597,24,49
0.097528,0.064135,0.031355,24,49
0.1825,-0.093268,0.2995,24,49
0.26172,-0.16198,0.47814,24,49
0.17993,-0.18195,0.41217,24,49
-0.253,-0.69182,0.49407,24,49
0.3104,-0.058393,0.4223,24,49
-0.14675,-0.77992,0.68171,24,49
0.043546,-0.21498,0.30102,24,49
-1.0478,-1.6458,0.75175,24,49
0.097126,-0.26536,0.38442,24,49
0.2529,0.36223,-0.043845,24,49
-0.43545,-0.82423,0.54526,24,49
-0.55146,-1.0051,0.27091,24,49
-0.050441,-0.4971,0.4832,24,49
0.24481,-0.23523,0.49434,24,49
0.55742,0.66723,-0.052921,24,49
-0.055156,-0.25547,0.26665,24,49
-0.10846,-0.31015,0.26091,24,49
0.14512,-0.27094,0.51941,24,49
0.26209,-0.38242,0.60084,24,49
0.1117,-0.37347,0.47058,24,49
0.24693,-0.0053529,0.29393,24,49
0.26477,-0.05196,0.37279,24,49
0.26618,-0.069163,0.39274,24,49
-0.43517,-0.69036,0.23348,24,49
-0.067418,-0.32054,0.26148,24,49
-0.040228,-0.038583,0.0026322,24,49
-0.05195,-0.27836,0.2771,24,49
-0.20023,-0.38728,0.23295,24,49
-0.13798,-0.63365,0.48046,24,49
-0.37403,-0.44036,0.12391,24,49
0.063956,0.06026,0.0043085,24,49
0.05998,0.12721,-0.097812,24,49
-0.050292,-0.23264,0.1888,24,49
-0.015671,-0.44466,0.41797,24,49
0.16285,-0.20919,0.39871,24,49
0.10418,0.55307,-0.44007,25,49
-1.0887,-1.843,0.52162,25,49
-0.97777,-0.87289,-0.18056,25,49
-1.075,-1.4093,0.13011,25,49
-0.29589,-0.59743,0.25817,25,49
-0.47574,0.62415,-1.2454,25,49
0.043807,0.062179,-0.014821,25,49
-0.012705,-0.020171,0.0055185,25,49
0.13969,-0.17683,0.3344,25,49
0.40517,0.64201,-0.28891,25,49
0.11594,-0.21587,0.33243,25,49
-0.02887,-0.47646,0.47901,25,49
0.030614,-0.37438,0.39089,25,49
0.23188,0.01844,0.27268,25,49
-0.23138,-0.42084,0.11809,25,49
-0.15921,-0.20003,0.025628,25,49
-0.026347,-0.016097,-0.011891,25,49
0.79448,0.80012,-0.035028,25,49
-0.017566,-0.017384,-0.0020351,25,49
-0.179,-0.24226,0.049691,25,49
-0.43816,-0.60177,0.16166,25,49
-0.089751,-0.023508,-0.068003,25,49
-0.86336,-0.8569,-0.10372,25,49
-0.10975,0.073226,-0.18223,25,49
-0.37718,-0.69926,0.18507,25,49
-0.02526,-0.40391,0.32313,25,49
-0.13505,-0.084772,-0.0603,25,49
0.0021948,-0.37009,0.33153,25,49
0.078477,0.0098267,0.074578,25,49
0.06695,0.051278,0.017465,25,49
-0.59241,-1.3945,0.53269,25,49
0.087758,-0.0031329,0.097253,25,49
0.032167,0.032883,0.00082686,25,49
0.13892,0.016887,0.13529,25,49
0.053374,-0.59466,0.55968,25,49
0.17353,-0.56014,0.58119,25,49
-0.019858,-0.099728,0.081992,25,49
-0.049258,-0.11555,0.049382,25,49
-0.61486,-0.52898,-0.17701,25,49
0.22173,0.16494,0.069174,25,49
-0.023531,-0.4013,0.34937,25,49
-0.056691,-0.66684,0.58191,25,49
-0.26886,-0.44617,0.10874,25,49
-0.84884,-1.6294,0.33606,25,49
-0.057825,-0.41865,0.34363,25,49
-0.058509,-0.017906,-0.044016,25,49
-0.52035,-0.90408,0.18856,25,49
0.0023101,-0.19175,0.18399,25,49
-0.14242,-0.075819,-0.078789,25,49
-0.061226,-0.40141,0.32038,25,49
-0.054845,-0.19538,0.14662,25,49
-0.063532,-0.37306,0.28903,25,49
-0.04811,-0.17173,0.10466,25,49
0.15167,-0.16879,0.30856,25,49
0.53793,0.45617,0.06564,25,49
-0.19351,0.16225,-0.37732,25,49
0.37923,-0.057204,0.46567,25,49
1.1715,0.70445,0.30467,25,49
0.69786,0.45741,0.30283,25,49
0.92027,0.74093,0.13714,25,49
0.21564,0.0061553,0.22111,25,49
-0.066358,-0.55233,0.45006,25,49
-0.049735,0.1459,-0.1787,25,49
-0.43606,-0.33299,-0.11897,25,49
-0.68568,-0.52156,-0.22683,25,49
-0.28596,-0.072805,-0.16082,25,49
-0.33653,-0.12935,-0.24453,25,49
-0.58508,-0.56079,-0.08144,25,49
0.20182,0.36631,-0.17826,25,49
-0.15458,-0.22172,0.023063,25,49
-0.39559,-0.59953,0.11156,25,49
-0.265,-0.39337,0.075143,25,49
0.021395,0.13284,-0.11402,25,49
-0.33833,-0.49221,0.166,25,49
0.030773,-0.031923,0.061193,25,49
0.1252,0.14425,-0.0094032,25,49
-0.5174,-0.80649,0.20611,25,49
0.13632,0.024031,0.11391,25,49
0.4814,0.58465,-0.094111,25,49
-0.11769,-0.19652,0.079788,25,49
-0.22989,-0.072454,-0.15469,25,49
-0.59517,-0.56998,-0.042085,25,49
0.21832,0.30143,-0.10336,25,49
0.58925,0.76894,-0.21032,25,49
0.072605,0.10505,-0.038422,25,49
0.14529,0.064586,0.081205,25,49
-0.047408,-0.037373,-0.013351,25,49
-0.12705,0.024729,-0.16154,25,49
0.1398,0.39069,-0.25548,25,49
0.10849,0.47216,-0.38099,25,49
-0.027478,0.48607,-0.48668,25,49
0.089956,0.54212,-0.43457,25,49
-0.17469,0.041968,-0.22175,25,49
0.054075,0.074104,-0.011228,25,49
-0.10193,-0.14164,0.030148,25,49
0.014785,0.082998,-0.06736,25,49
-0.1723,-0.013827,-0.14862,25,49
0.30101,0.28156,0.023407,25,49
0.66211,0.51531,0.13011,25,49
0.24534,0.27061,-0.010735,25,49
0.31314,0.14949,0.17907,25,49
0.27557,0.55678,-0.27577,25,49
-0.059107,0.079525,-0.13846,25,49
-0.042862,-0.14807,0.092055,25,49
0.94271,0.49353,0.58301,26,49
0.64223,1.1439,-0.48562,26,49
1.1767,1.017,0.50373,26,49
0.86132,1.8045,-0.81697,26,49
1.229,0.95813,0.67509,26,49
0.87754,0.4349,0.60624,26,49
1.3266,0.92836,0.52471,26,49
1.3602,0.93465,0.78643,26,49
0.62179,0.38012,0.34308,26,49
1.3236,1.4661,0.60752,26,49
1.595,1.4572,0.56539,26,49
1.3256,1.307,0.48864,26,49
1.0929,0.76759,0.52887,26,49
1.0554,0.75588,0.42587,26,49
0.83147,0.62697,0.37415,26,49
0.59312,0.26183,0.32698,26,49
1.238,0.86218,0.56574,26,49
0.75335,0.68909,0.20402,26,49
1.0203,0.63287,0.53981,26,49
1.2263,0.85396,0.48868,26,49
1.1996,1.1382,0.43415,26,49
1.1008,0.72411,0.46215,26,49
2.0158,1.8657,0.35167,26,49
1.8288,1.6921,0.4554,26,49
1.0435,0.88927,0.42413,26,49
1.8201,1.0922,0.8837,26,49
1.2209,1.1767,0.24004,26,49
0.51712,0.13523,0.42142,26,49
1.3578,1.0574,0.57864,26,49
0.74739,0.51795,0.3154,26,49
1.0755,0.85624,0.18665,26,49
1.1786,1.0483,0.62612,26,49
0.69831,0.071125,0.66085,26,49
1.2935,1.0962,0.76578,26,49
1.2997,1.2069,0.51202,26,49
1.1756,0.8424,0.63861,26,49
1.0229,0.71296,0.50091,26,49
1.5909,1.492,0.70272,26,49
1.5582,1.3285,0.68134,26,49
1.4268,1.2097,0.53401,26,49
0.78983,0.43943,0.46718,26,49
1.3314,1.0635,0.32389,26,49
1.3234,1.0341,0.57544,26,49
1.6414,1.6625,0.8575,26,49
1.47,1.0749,0.63712,26,49
1.6523,1.7358,0.5106,26,49
1.4246,0.8198,0.72276,26,49
1.5206,1.0197,0.50166,26,49
1.21,0.9422,0.49514,26,49
1.4577,1.0873,0.25003,26,49
0.93954,0.57689,0.47132,26,49
0.49194,0.12526,0.41019,26,49
1.7457,0.96299,1.0029,26,49
1.2611,0.95451,0.5604,26,49
0.87367,0.51648,0.49869,26,49
1.5512,1.3211,0.49476,26,49
1.56,1.0697,0.66651,26,49
0.22757,-0.27822,0.52587,26,49
1.5251,1.3712,0.53296,26,49
0.98955,1.0066,0.34985,26,49
0.64981,0.40426,0.34416,26,49
1.1683,0.71233,0.67221,26,49
1.4978,1.4398,0.35842,26,49
1.4805,1.4281,0.72489,26,49
1.0058,0.47291,0.67692,26,49
1.2521,0.95219,0.14919,26,49
1.1394,0.67641,0.60122,26,49
1.2878,0.60567,0.89357,26,49
1.5666,1.2072,0.096478,26,49
1.2432,1.0142,0.58272,26,49
0.95519,0.49228,0.50545,26,49
0.13731,0.43076,-0.2989,26,49
0.14158,0.2043,-0.069878,26,49
1.1846,0.84145,0.40459,26,49
1.6778,1.469,0.63957,26,49
2.1688,2.0306,0.40594,26,49
2.2342,0.64895,1.6571,26,49
-0.3998,-0.66874,0.31171,26,49
1.406,0.81012,0.62933,26,49
1.2956,0.84175,0.80073,26,49
0.96767,0.58279,0.55749,26,49
1.5452,1.6049,0.69148,26,49
1.117,0.67815,0.51478,26,49
-0.14213,-0.1652,0.025894,26,49
1.1274,0.63215,0.7337,26,49
1.1314,0.75665,0.59226,26,49
0.56256,0.25777,0.30437,26,49
0.95914,0.31882,0.73561,26,49
0.56986,0.31927,0.29468,26,49
1.1126,0.4799,-0.097375,26,49
0.90326,0.50607,0.36797,26,49
0.82275,0.35269,0.57123,26,49
0.91758,0.80032,0.37048,26,49
0.89736,0.6665,0.30326,26,49
0.70337,0.63381,0.19207,26,49
0.51178,0.11587,0.44449,26,49
0.85031,0.32119,0.60458,26,49
1.1683,1.0658,0.46706,26,49
1.2085,0.67979,0.65305,26,49
0.6342,-0.008754,0.62067,26,49
0.51353,-0.2511,0.77387,26,49
1.0381,0.47211,0.64119,26,49
1.0379,0.49036,0.67631,26,49
0.9455,0.68065,0.35457,26,49
1.104,0.95843,0.33446,26,49
0.95777,0.40415,0.73976,26,49
1.2354,0.59217,0.91391,26,49
1.3194,0.93231,0.69648,26,49
1.0884,0.6906,0.78199,26,49
1.0049,0.24623,0.87212,26,49
1.1331,0.31933,1.0158,26,49
1.291,0.84853,0.76541,26,49
1.3343,0.88161,0.77696,26,49
1.1313,0.74661,0.74771,26,49
0.92953,0.49554,0.50531,26,49
0.49761,0.17934,0.3068,26,49
1.031,0.56212,0.61096,26,49
0.78391,0.63225,0.30075,26,49
1.1645,1.0403,0.17636,26,49
1.5689,1.2146,0.53893,26,49
0.6998,0.52144,0.22647,26,49
0.50858,0.34446,0.16471,26,49
0.8483,0.63445,0.29709,26,49
0.48137,0.20496,0.33392,26,49
0.83649,0.46799,0.40332,26,49
0.98019,0.6902,0.33195,26,49
1.0683,0.74827,0.54059,26,49
1.1513,0.90446,0.36546,26,49
1.1053,0.92122,0.59584,26,49
0.76705,0.38102,0.38624,26,49
1.1573,1.2317,0.14947,26,49
0.99655,0.80457,0.20831,26,49
1.025,0.75485,0.2688,26,49
1.2279,1.0675,0.26893,26,49
1.1599,0.79684,0.50725,26,49
1.3921,1.6516,-0.16955,26,49
1.5812,1.5693,0.52783,26,49
0.51711,0.31426,0.25851,26,49
0.71719,0.5521,0.18582,26,49
0.84624,0.6341,0.34494,26,49
0.70008,0.46248,0.24359,26,49
0.53402,0.33541,0.23567,26,49
1.4078,1.0275,0.52152,26,49
0.99858,0.21924,0.86534,26,49
0.24486,0.093856,0.164,26,49
0.92955,0.59777,0.45681,26,49
1.2085,1.0706,0.38232,26,49
1.2294,1.0577,0.51019,26,49
