ibrain,stage,cellid,x,y,dist,lat,ac,af,as,selfc,selsc
16,49,49,192,228,81.389,336,0.013474,0.011,0.0099782,0.8561,1.2769
16,49,50,212,276,90.77,348,0.0088421,0.0041729,0.0069654,2.5005,0.95342
16,49,51,296,336,187,336,0.0091402,0.0055931,0.0064567,2.0963,1.5109
16,49,52,108,204,66.106,324,0.01026,0.0063083,0.0076838,2.3379,1.3401
16,49,53,76,196,85.784,348,0.0063721,0.0023505,0.0044346,3.0609,1.1431
16,49,54,76,256,47.263,324,0.0081642,0.0046475,0.0050277,2.1923,1.8706
16,49,55,200,172,124.54,360,0.0075408,0.0054993,0.0057356,1.1369,0.95213
16,49,56,220,160,146.68,348,0.0065454,0.0038722,0.0047304,1.956,1.2296
16,49,57,204,148,146.19,360,0.010752,0.0072064,0.0078938,1.4521,1.1581
16,49,58,248,168,161.67,384,0.0051885,0.0035641,0.0038619,1.1587,0.98592
16,49,59,192,204,95.678,348,0.014988,0.0071299,0.0092125,2.9405,2.0286
16,49,60,172,164,116.24,336,0.010222,0.0045637,0.0052725,2.2828,1.9342
16,49,61,372,184,264.41,372,0.003403,0.0022893,0.0026145,0.86459,0.63654
16,49,62,304,188,199.53,360,0.0049521,0.0027682,0.0038492,1.562,0.68716
16,49,63,184,144,139.48,372,0.012731,0.010856,0.0089591,0.65608,1.5291
16,49,64,204,108,180.64,360,0.014688,0.0094619,0.010367,1.7398,1.3267
16,49,65,340,372,241.66,360,0.0027129,0.0016541,0.0024871,1.2682,0.22368
16,49,66,404,380,303.61,468,0.0025046,0.001625,0.002002,1.0557,0.55829
16,49,67,432,364,324.77,528,0.0034653,0.0025992,0.0033839,0.47744,0.036001
16,49,68,440,336,325.51,408,0.0043479,0.0066857,0.0035293,-0.72468,0.25998
16,49,69,456,356,345.68,444,0.005033,0.0030868,0.0043198,1.0728,0.36056
16,49,70,424,308,305.02,408,0.0034459,0.0023522,0.0029117,0.69394,0.3309
16,49,71,432,284,310.85,396,0.0037721,0.0035048,0.002983,0.16993,0.52635
16,49,72,120,456,187.3,384,0.003452,0.0021402,0.0026864,1.0283,0.86312
16,49,73,68,108,169.39,372,0.0051391,0.0028545,0.0032415,1.8973,1.4724
16,49,74,284,68,258.23,384,0.0070719,0.003699,0.0053367,1.6929,0.8168
16,49,75,392,124,306.75,408,0.0041364,0.0016637,0.0023011,1.0092,0.67138
16,49,76,276,424,219.04,360,0.0055513,0.0034067,0.0057483,1.9445,-0.13639
16,49,77,288,372,195.92,348,0.0050502,0.003999,0.003856,0.68866,0.75774
16,49,78,44,308,86.912,360,0.0092882,0.0026352,0.0062278,2.8736,1.1188
16,49,79,216,204,114.51,348,0.0068285,0.0044435,0.0053057,1.8175,1.1271
16,49,80,368,64,320.4,408,0.0099271,0.0051509,0.0054098,1.0911,1.0938
16,49,81,328,132,247.63,384,0.0082284,0.0038445,0.0061684,1.736,0.72849
16,49,82,304,108,243.16,360,0.005071,0.0021397,0.0039274,1.4648,0.454
16,49,83,284,184,183.23,336,0.0088203,0.004582,0.0074234,1.9,0.64828
16,49,84,348,324,233.13,420,0.0056585,0.0039154,0.0052006,1.3609,0.32739
16,49,85,132,324,56.276,348,0.012089,0.0080739,0.0088253,1.5309,1.1041
16,49,86,472,308,352.67,996,0.0028882,0.0016185,0.0021785,1.4358,0.69445
16,49,87,456,248,335.12,444,0.0025412,0.0015404,0.0019507,0.96952,0.55933
16,49,88,436,160,332.74,444,0.0029221,0.002155,0.0023646,0.70218,0.5326
16,49,89,148,192,81.149,360,0.0068922,0.0068308,0.0041674,0.025578,1.6265
16,49,90,304,220,188.87,384,0.0068688,0.0044816,0.0092591,0.60471,-0.54627
16,49,91,252,344,150.64,432,0.011679,0.0097239,0.0089948,0.86282,1.2085
16,49,92,324,60,290.79,348,0.013576,0.0046358,0.0090659,2.2039,0.95607
16,49,93,300,128,227.27,372,0.0073846,0.0036772,0.0049422,1.4189,0.87183
16,49,94,280,112,222.87,408,0.0064461,0.0038334,0.0041,1.0696,0.98671
16,49,95,128,240,29.43,360,0.012463,0.005784,0.0084802,2.2813,1.0812
16,49,96,128,292,24.176,336,0.0085031,0.0038951,0.0066238,2.5288,0.85277
16,49,97,164,352,93.498,288,0.0158,0.0031114,0.0050263,3.2977,2.699
16,49,98,188,364,116.19,348,0.011665,0.0060475,0.0078111,2.7451,1.6316
16,49,99,316,352,211.56,384,0.0057652,0.0047354,0.0050796,0.83149,0.53144
16,49,100,108,156,113.52,348,0.010083,0.0068384,0.0068916,1.8336,1.7117
16,49,101,124,144,124.73,348,0.010181,0.0047705,0.0070194,2.4962,1.2987
16,49,102,128,100,168.83,324,0.0085869,0.0051175,0.0060946,2.0208,1.3965
16,49,103,112,76,192.94,336,0.0080247,0.0046172,0.0055506,2.1104,1.4145
16,49,104,104,52,217.42,372,0.007222,0.0056004,0.0047139,0.76312,1.4382
16,49,105,124,60,208.72,360,0.008894,0.0054805,0.0056957,1.3896,1.4727
16,49,106,220,84,209.32,348,0.0092616,0.0035589,0.0047228,2.2909,1.7383
16,49,107,200,64,219.24,372,0.0089216,0.0027736,0.00476,2.0698,1.3236
16,49,108,212,44,242.24,384,0.0076927,0.0037696,0.0061958,2.0201,0.69584
16,49,109,156,52,219.43,360,0.0071279,0.0023734,0.0034683,2.4056,1.7172
16,49,110,156,72,199.71,372,0.0061782,0.00241,0.0032911,2.7576,1.792
16,49,111,140,20,249.39,372,0.0066606,0.0016893,0.0032876,2.6588,1.6127
16,49,112,172,120,157.04,360,0.012117,0.0067969,0.0094629,1.6655,0.74368
16,49,113,148,112,158.93,348,0.0097456,0.0058463,0.0067857,2.0299,1.4427
16,49,114,376,84,314.45,444,0.0040717,0.0014433,0.0017715,0.80476,0.69966
16,49,115,92,300,43.021,348,0.0079648,0.0024759,0.0059503,3.3351,1.0074
16,49,116,96,324,60.898,372,0.0091694,0.0040931,0.0060103,2.5043,1.3692
16,49,117,428,452,357.11,780,0.0036884,0.0014067,0.0024549,1.011,0.47812
16,49,118,396,448,327.85,384,0.0039297,0.0023673,0.0027668,1.3004,0.77691
16,49,119,340,440,277.62,396,0.0034458,0.0014936,0.0027569,1.5926,0.46005
16,49,120,292,476,268.39,348,0.0076775,0.0049933,0.0058297,1.921,1.2629
16,49,121,200,448,195.71,420,0.0065663,0.0047537,0.0054698,1.1257,0.61654
16,49,122,344,20,333.69,408,0.0047913,0.0013482,0.0019973,1.4198,1.1063
16,49,123,104,232,40.676,348,0.0068695,0.0025819,0.0038562,3.1516,1.7539
16,49,124,100,124,146.3,372,0.0049086,0.0027565,0.0032268,2.1225,1.5826
16,49,125,208,360,125.75,312,0.014839,0.010949,0.010707,1.5103,1.5479
16,49,126,412,292,291.41,432,0.0037032,0.0025259,0.0030191,0.94289,0.52134
16,49,127,104,428,160.25,360,0.0032783,0.0015354,0.0022371,2.1731,1.0341
16,49,128,180,436,177.22,360,0.0029884,0.0018567,0.0026975,1.3159,0.23971
16,49,129,100,16,253.62,348,0.0077772,0.0015614,0.0026434,1.792,1.3834
16,49,130,408,160,306.41,420,0.0021015,0.0017535,0.0026277,0.33385,-0.4475
16,49,131,324,160,229.81,396,0.0055993,0.0035741,0.0037382,1.0677,0.94746
16,49,132,248,308,132.44,336,0.0058532,0.0047457,0.0047309,0.71517,0.81025
16,49,133,332,312,214.88,348,0.004782,0.0031587,0.0040942,1.3359,0.50714
16,49,134,376,468,323.23,396,0.0037116,0.0026023,0.002877,1.0513,0.7053
16,49,135,380,424,301.54,348,0.0028218,0.001832,0.0022615,1.1778,0.5838
16,49,136,240,452,218.25,372,0.0029166,0.0019662,0.002521,1.5919,0.58419
16,49,137,48,112,173.1,372,0.0063118,0.0045952,0.0042251,0.86379,1.0679
16,49,138,64,76,201.11,360,0.005243,0.0021376,0.0033144,2.2657,1.2441
16,49,139,240,196,139.01,360,0.0074425,0.0065371,0.0067239,0.34186,0.34471
16,49,140,256,144,183.4,408,0.0072325,0.0033851,0.0040365,1.2715,1.0806
16,49,141,224,120,180.6,384,0.007186,0.0042061,0.0050743,1.5415,1.1133
16,49,142,188,308,77.221,348,0.011429,0.0044061,0.0068683,2.9182,1.5491
16,49,143,168,408,146.84,336,0.0048562,0.0017579,0.0027321,2.9166,1.8101
16,49,144,148,444,177.28,372,0.0047518,0.0017741,0.002678,2.824,1.6273
16,49,145,220,412,173.87,360,0.0049994,0.0023115,0.0043773,2.0426,0.38634
16,49,146,216,476,227.81,360,0.0033559,0.0020286,0.0026996,1.8619,0.7423
16,49,147,116,404,135.4,360,0.0056547,0.0028472,0.0040845,2.0254,1.0472
16,49,148,152,328,66.666,360,0.009459,0.0048668,0.006166,2.5798,1.6637
16,49,149,392,68,336.81,420,0.0033377,0.001122,0.0015391,0.84102,0.67742
16,49,150,168,24,249.08,360,0.0067993,0.0029876,0.0028467,1.6146,1.6571
16,49,151,284,320,170.38,360,0.011386,0.0094235,0.00879,0.85099,1.0951
16,49,152,80,444,180.14,384,0.002264,0.0012555,0.0017931,2.0851,0.77428
16,49,153,280,156,194.47,348,0.0046328,0.0031779,0.0032861,0.84144,0.83418
16,49,154,232,284,111.53,336,0.0077042,0.0038844,0.0066797,2.5889,0.62128
16,49,155,368,212,252.92,432,0.0040836,0.0029954,0.0025874,0.44326,0.70304
16,49,156,332,216,216.98,348,0.0053794,0.0025782,0.0038244,1.8515,0.93008
16,49,157,256,76,234.99,384,0.0052076,0.002667,0.0031034,1.4542,1.1319
16,49,158,148,148,123.58,360,0.0081233,0.0039954,0.0050614,2.1696,1.6842
16,49,159,300,148,215.46,372,0.0059776,0.0039518,0.0035535,1.0157,1.2617
16,49,160,296,436,241.72,420,0.0043863,0.0024829,0.0025177,1.2686,1.2164
16,49,161,312,380,220.61,348,0.0054926,0.0023367,0.0032081,2.2772,1.3401
16,49,162,316,412,241.57,372,0.0037977,0.0018876,0.003043,1.8639,0.59969
16,49,163,44,360,119.77,336,0.0053662,0.001248,0.0023556,2.6101,1.7372
16,49,164,52,220,84.888,348,0.0050268,0.0019753,0.0030892,2.8077,1.5391
16,49,165,360,144,269.12,408,0.0039773,0.0022886,0.00295,1.3768,0.75555
16,49,166,248,368,160.8,360,0.0057829,0.0048893,0.0051251,0.58202,0.45168
16,49,167,260,16,288.16,420,0.0034435,0.0015974,0.0018642,1.2406,1.0242
16,49,168,240,44,254.03,360,0.004644,0.0021787,0.0028443,1.5337,1.0777
16,49,169,372,20,352.98,360,0.0021823,0.0010812,0.0013834,0.91291,0.66205
16,49,170,352,92,290.42,408,0.0036754,0.0016207,0.0021803,1.1586,0.8232
16,49,171,336,76,288.33,372,0.0071475,0.0028884,0.0049618,2.1235,0.91456
16,49,172,408,84,340.86,432,0.0019175,0.0011711,0.0013797,1.0225,0.71567
16,49,173,416,112,333.58,372,0.0032362,0.0012868,0.0015898,1.6901,1.394
16,49,174,392,144,297.84,420,0.0024306,0.0016007,0.0017689,0.87964,0.66917
16,49,175,200,328,98.357,336,0.0074349,0.0048455,0.0063563,1.4928,0.53872
16,49,176,360,40,330.42,396,0.0038275,0.0013822,0.0029137,0.92486,0.30703
16,49,177,320,40,302.82,384,0.0065861,0.0019187,0.0043608,1.4545,0.62827
16,49,178,288,208,177.2,384,0.0081179,0.0099105,0.0056971,-0.42034,0.70984
17,49,1,360,40,276.7,420,0.029952,0.019242,0.029863,0.68636,0.0046918
17,49,2,336,12,271.08,324,0.0047069,0.0036331,0.011375,0.36413,-0.96113
17,49,3,284,28,220.19,336,0.0090762,0.0064903,0.016392,0.49414,-0.82629
17,49,4,264,60,184.62,324,0.022764,0.015019,0.025387,0.56662,-0.15465
17,49,5,344,84,243.91,384,0.012831,0.014235,0.016542,-0.13516,-0.2804
17,49,6,324,56,237.42,312,0.0080978,0.0061562,0.017026,0.38858,-0.82575
17,49,7,304,72,212.24,336,0.018362,0.015832,0.021171,0.16148,-0.15912
17,49,8,328,128,216.35,408,0.0082816,0.0051557,0.023232,0.54841,-1.0403
17,49,9,236,104,137.18,336,0.0099432,0.0079931,0.017392,0.31382,-0.66087
17,49,10,204,84,123.26,372,0.010374,0.010089,0.017308,0.034918,-0.62521
17,49,11,188,72,121.8,264,0.0071569,0.0059358,0.011891,0.23316,-0.56561
17,49,12,220,52,157.5,324,0.0081235,0.0091741,0.0098119,-0.16956,-0.22198
17,49,13,172,36,145.39,336,0.0065016,0.0063742,0.0073503,0.023165,-0.13789
17,49,14,256,20,205.39,300,0.0056902,0.0048828,0.011195,0.21051,-0.60936
17,49,15,296,128,185.06,264,0.012911,0.0094587,0.029877,0.37922,-0.8481
17,49,16,272,116,165.31,300,0.021839,0.015655,0.024964,0.40967,-0.16005
17,49,17,168,112,78.104,264,0.011114,0.0070533,0.013897,0.45501,-0.2624
17,49,18,388,84,285.5,1008,0.0040033,0.0048343,0.0074161,-0.27164,-0.87344
17,49,19,408,64,310.87,468,0.0031337,0.0028996,0.0041874,0.1342,-0.46809
17,49,20,416,104,307.4,312,0.003522,0.0030273,0.0040674,0.22023,-0.21417
17,49,21,388,120,276.78,1440,0.0038334,0.0057264,0.0036371,-0.57481,0.064029
17,49,22,372,108,263.63,672,0.0067982,0.0059431,0.0092979,0.21197,-0.47284
17,49,23,312,164,196.31,336,0.0066727,0.0075718,0.010617,-0.17717,-0.53571
17,49,24,272,140,159.08,312,0.013687,0.010053,0.016946,0.38049,-0.25198
17,49,25,248,180,132.58,312,0.0087859,0.010152,0.0088757,-0.19519,-0.014049
17,49,26,216,140,104.63,300,0.0065424,0.0056673,0.011693,0.19392,-0.7707
17,49,27,272,208,160.75,252,0.026998,0.016705,0.026274,0.5755,0.0346
17,49,28,196,176,80.431,288,0.010157,0.007969,0.023787,0.31696,-0.81727
17,49,29,156,192,45.797,264,0.014593,0.0054484,0.0099487,0.64866,0.3139
17,49,30,200,200,89.368,252,0.01008,0.0059151,0.016909,0.54406,-0.50218
17,49,31,220,208,110.9,300,0.01445,0.0094626,0.022074,0.48043,-0.48039
17,49,32,172,140,63.758,324,0.01197,0.013969,0.010393,-0.19178,0.19577
17,49,33,156,128,58.21,264,0.016272,0.015219,0.020506,0.069394,-0.25745
17,49,34,236,28,186.12,348,0.0052679,0.0048413,0.0078405,0.12412,-0.49252
17,49,35,128,60,110.76,324,0.02422,0.017009,0.029887,0.39803,-0.24471
17,49,36,124,92,78.517,312,0.0065406,0.0054785,0.017143,0.25065,-0.98309
17,49,37,136,220,53.851,324,0.016267,0.01317,0.016678,0.22676,-0.028039
17,49,38,156,248,87.679,336,0.0052454,0.0043517,0.0049401,0.27684,0.090176
17,49,39,148,276,110.7,336,0.01017,0.0056878,0.016812,0.68624,-0.64879
17,49,40,192,244,106.17,288,0.0075721,0.0059337,0.010369,0.28887,-0.37888
17,49,41,92,212,48.193,312,0.024368,0.018129,0.023257,0.3128,0.051987
17,49,42,80,228,68.078,324,0.017237,0.0079283,0.01792,0.70686,-0.040302
17,49,43,64,216,69.209,288,0.0053304,0.0035179,0.007364,0.50873,-0.39524
17,49,44,64,248,93.554,360,0.01468,0.006103,0.018883,0.74383,-0.25232
17,49,45,32,232,104.18,336,0.003788,0.0031522,0.0070797,0.26139,-0.63562
17,49,46,36,268,126.31,360,0.0035917,0.0031601,0.005734,0.18432,-0.57416
17,49,47,52,284,130.56,312,0.0034987,0.0025779,0.0067142,0.37951,-0.76394
17,49,48,120,120,50.263,300,0.007588,0.0063613,0.0087605,0.20009,-0.16994
17,49,49,104,136,36.067,348,0.016707,0.01004,0.021277,0.55858,-0.27786
17,49,50,52,120,81.101,300,0.0098691,0.0052903,0.021559,0.59493,-0.71656
17,49,51,96,336,167.09,324,0.017322,0.01397,0.018692,0.2449,-0.090657
17,49,52,144,328,160.41,348,0.016532,0.011081,0.020716,0.47855,-0.30011
17,49,53,92,280,112.46,336,0.0078093,0.003734,0.017605,0.9103,-0.83418
17,49,54,116,300,129.91,312,0.011733,0.0063984,0.01558,0.65391,-0.30804
17,49,55,88,320,152.47,396,0.0059558,0.0050208,0.009484,0.21827,-0.55649
17,49,56,72,304,140.89,372,0.00492,0.0035027,0.013399,0.4618,-0.80755
17,49,57,376,232,267.48,324,0.014431,0.0089485,0.017918,0.78637,-0.33171
17,49,58,156,372,205.88,972,0.0053287,0.0031493,0.014347,0.75598,-0.8825
17,49,59,308,416,312.12,276,0.0047664,0.0035111,0.0087952,0.41125,-0.58079
17,49,60,332,420,330.46,960,0.006064,0.0048878,0.0074105,0.3,-0.2741
17,49,61,372,432,366.39,624,0.0038684,0.0033484,0.0044333,0.21363,-0.19716
17,49,62,348,460,371.45,1068,0.0063759,0.0064054,0.0061737,-0.0074767,0.048101
17,49,63,356,404,335.29,300,0.0072906,0.0060263,0.0083255,0.26294,-0.17082
17,49,64,320,400,307.51,300,0.0058603,0.003298,0.01076,0.71939,-0.66135
17,49,65,432,384,381.77,696,0.0036754,0.0034487,0.0048976,0.089116,-0.41621
17,49,66,432,352,364.81,384,0.003457,0.0029258,0.0043465,0.24531,-0.32857
17,49,67,432,312,346.6,384,0.0042355,0.003861,0.0050287,0.12367,-0.24802
17,49,68,420,292,327.73,348,0.0041493,0.0037458,0.0046982,0.14662,-0.18785
17,49,69,48,384,224.4,408,0.010963,0.0067182,0.017213,0.51184,-0.45313
17,49,70,68,384,219.19,300,0.010987,0.0054616,0.016364,0.73325,-0.46575
17,49,71,92,384,215.23,312,0.0048217,0.0039367,0.0069373,0.23161,-0.45378
17,49,72,80,404,236.64,480,0.0054435,0.0035091,0.010948,0.56874,-0.82236
17,49,73,96,360,190.94,324,0.0078945,0.004904,0.013003,0.56596,-0.58692
17,49,74,348,180,232.42,264,0.037087,0.030588,0.02351,0.21199,0.47475
17,49,75,80,196,44.184,336,0.006429,0.0046784,0.0077063,0.3448,-0.21866
17,49,76,56,180,60.603,288,0.0092284,0.0041537,0.0090838,0.61153,0.015047
17,49,77,84,168,31.855,348,0.0048783,0.0046414,0.0059881,0.065904,-0.24995
17,49,78,232,312,183.43,276,0.004664,0.0038349,0.0070031,0.26979,-0.53117
17,49,79,188,304,152.14,336,0.0044649,0.0036248,0.0057139,0.29833,-0.30794
17,49,80,288,300,215.72,252,0.0040617,0.0036499,0.006735,0.15905,-0.65459
17,49,81,328,288,242.77,432,0.0054538,0.0040513,0.0069249,0.3976,-0.30994
17,49,82,312,204,199.12,276,0.013863,0.0083841,0.010423,0.44192,0.27367
17,49,83,352,156,236.63,324,0.025346,0.016556,0.02466,0.56807,0.037453
17,49,84,288,168,172.23,324,0.0073717,0.0065033,0.010135,0.17623,-0.40154
17,49,85,364,212,251.73,312,0.015106,0.016593,0.01421,-0.12356,0.075613
17,49,86,52,432,269.57,480,0.0036235,0.0031917,0.0047918,0.14964,-0.30859
17,49,87,20,392,241.7,324,0.0038353,0.0030201,0.0066648,0.29785,-0.5135
17,49,88,444,164,328.27,516,0.0042452,0.0040264,0.0049161,0.059616,-0.20318
17,49,89,316,104,210.84,336,0.0099969,0.007939,0.015215,0.29062,-0.48995
17,49,90,28,352,201.99,276,0.0079022,0.0061517,0.0088715,0.29831,-0.14142
17,49,91,128,196,28.648,252,0.0072917,0.0047065,0.011128,0.46599,-0.45598
17,49,92,228,256,141.33,348,0.014731,0.0088655,0.012848,0.6124,0.17521
17,49,93,352,232,244.19,336,0.020027,0.012504,0.022371,0.53585,-0.12948
17,49,94,380,256,277.83,348,0.0067517,0.0050364,0.012466,0.38365,-0.73829
17,49,95,416,248,310.16,264,0.0051278,0.003883,0.0065561,0.29892,-0.28633
17,49,96,392,176,276.28,1464,0.0071168,0.0097015,0.0056045,-0.47898,0.32335
17,49,97,264,300,197.09,252,0.0049566,0.0041578,0.0069384,0.2564,-0.43026
17,49,98,208,336,189.82,372,0.0086882,0.0053553,0.014853,0.59545,-0.62441
17,49,99,64,456,290.57,312,0.0032422,0.0036075,0.0052891,-0.12595,-0.5728
17,49,100,88,424,255.43,480,0.0057128,0.0040977,0.012474,0.34125,-0.74583
17,49,101,256,152,141.38,1416,0.013063,0.015085,0.011334,-0.20131,0.18774
17,49,102,312,12,251.97,408,0.012515,0.014222,0.013903,-0.15561,-0.11733
17,49,103,112,208,38.102,300,0.018386,0.011921,0.017419,0.50573,0.065874
17,49,104,192,152,78.33,336,0.0079578,0.0072984,0.01019,0.12605,-0.33435
17,49,105,196,104,103.93,264,0.011659,0.0091889,0.011655,0.24172,0.00042267
17,49,106,164,308,146.1,300,0.0042392,0.0035913,0.0056637,0.24788,-0.39156
17,49,107,296,336,244.96,276,0.0046718,0.0037757,0.006654,0.29807,-0.4793
17,49,108,52,312,155.59,312,0.0039122,0.0031899,0.0073066,0.27076,-0.65511
17,49,109,288,228,181.69,348,0.0072885,0.0068012,0.0083551,0.11354,-0.19544
17,49,110,380,24,301.91,1032,0.0040263,0.0040122,0.0055642,0.0044247,-0.41584
17,49,111,380,384,339.95,444,0.0041671,0.0036805,0.0050949,0.21228,-0.3251
17,49,112,308,292,227.62,336,0.0041052,0.0033314,0.0058655,0.32273,-0.4827
17,49,113,136,260,92.158,264,0.0049333,0.0034449,0.0075297,0.46558,-0.47355
17,49,114,232,152,117.61,288,0.0078838,0.0071245,0.012559,0.1408,-0.58621
17,49,115,368,184,252.6,264,0.0082007,0.0067141,0.0064582,0.33626,0.35264
17,49,116,148,444,275.8,384,0.0043224,0.0040375,0.0064079,0.086021,-0.50458
17,49,117,180,384,223.34,264,0.0056008,0.0039521,0.009382,0.46506,-0.61963
17,49,118,252,380,250.24,312,0.0048115,0.0033832,0.0066235,0.45353,-0.40981
17,49,119,232,80,147.04,336,0.010684,0.0084195,0.017478,0.3299,-0.59472
17,49,120,364,16,292.15,348,0.0039299,0.0033746,0.0053138,0.19709,-0.35438
17,49,121,236,340,208.14,276,0.0056984,0.0042814,0.0098173,0.42766,-0.73871
17,49,122,352,368,308.17,372,0.0049452,0.0036921,0.0064245,0.38139,-0.33939
17,49,123,392,316,312.39,336,0.0058878,0.0044135,0.0084813,0.46911,-0.49449
17,49,124,372,60,278.86,384,0.0087732,0.005947,0.012763,0.54331,-0.51816
17,49,125,240,128,131.15,324,0.012796,0.011136,0.016553,0.18174,-0.31525
17,49,126,388,156,272.58,324,0.0051039,0.0066577,0.0056765,-0.40347,-0.13368
17,49,127,256,224,150.22,240,0.011112,0.0097957,0.0096165,0.14976,0.18033
17,49,128,208,256,126.03,276,0.015516,0.011463,0.016862,0.33648,-0.096695
17,49,129,216,188,101.8,324,0.010682,0.0080781,0.015219,0.33163,-0.39549
17,49,130,216,168,100.24,288,0.011878,0.0076502,0.017934,0.55483,-0.45035
17,49,131,176,184,61.8,276,0.021344,0.0069187,0.016035,0.81788,0.26187
17,49,132,152,352,185.48,312,0.0050984,0.0035687,0.0092356,0.48273,-0.69798
17,49,133,148,392,224.24,276,0.0045451,0.0036959,0.0065099,0.27625,-0.44466
17,49,134,124,324,154.13,300,0.011047,0.0063745,0.014947,0.66069,-0.38772
17,49,135,352,252,250.01,300,0.011092,0.0084897,0.012608,0.39266,-0.18188
17,49,136,260,96,162.13,336,0.0095122,0.0097017,0.011747,-0.026269,-0.26142
17,49,137,304,88,205.33,324,0.013665,0.013019,0.016872,0.061792,-0.24439
17,49,138,224,12,191.58,1476,0.0079416,0.0087431,0.0073785,-0.11482,0.086445
17,49,139,152,92,86.075,300,0.006866,0.005307,0.010115,0.32328,-0.46831
17,49,140,356,104,249.14,360,0.010699,0.011267,0.011581,-0.074672,-0.10713
17,49,141,384,44,296.37,1464,0.0071243,0.0080784,0.007478,-0.19509,-0.072134
17,49,142,328,192,213.34,252,0.01763,0.015779,0.012358,0.12305,0.3655
17,49,143,320,32,246.52,324,0.0070389,0.0086438,0.0083795,-0.31061,-0.24448
17,49,144,448,264,345.23,672,0.0050476,0.0060621,0.0054162,-0.27034,-0.089534
17,49,145,280,8,230.73,1056,0.0086832,0.0082402,0.009926,0.052348,-0.13649
17,49,146,212,32,168.3,348,0.0062605,0.0053373,0.0086857,0.23923,-0.43556
17,49,147,324,76,228.48,840,0.011827,0.013901,0.017815,-0.15623,-0.38728
17,49,148,324,228,216.12,252,0.0057765,0.0043611,0.0063592,0.36781,-0.12097
17,49,149,184,220,84.525,276,0.0075523,0.0058211,0.0075168,0.34519,0.0063519
17,49,150,116,400,229.91,324,0.004381,0.0032811,0.0091898,0.38825,-0.86606
17,49,151,340,312,265.35,336,0.0060246,0.005054,0.0088894,0.21925,-0.41451
17,49,152,280,80,187.3,324,0.0062915,0.0061582,0.01238,0.032378,-0.77294
17,49,153,144,308,140.77,348,0.0060175,0.004573,0.0082676,0.39461,-0.44036
17,49,154,284,436,314.65,492,0.0044317,0.0034885,0.0072305,0.35892,-0.63439
17,49,155,336,444,351.46,984,0.010626,0.011102,0.010038,-0.045847,0.054897
17,49,156,392,284,298.78,1032,0.0050229,0.0052863,0.0042625,-0.061985,0.19135
17,49,157,224,376,232.62,924,0.0049325,0.003882,0.0072074,0.31515,-0.49501
17,49,158,204,412,257.5,264,0.010569,0.0079655,0.012613,0.3263,-0.20382
17,49,159,220,280,151.46,336,0.0069616,0.0045172,0.0077677,0.50064,-0.13674
17,49,160,244,236,144.16,276,0.0098445,0.0069748,0.01101,0.44736,-0.15672
17,49,161,452,188,336.69,660,0.0062088,0.0048141,0.0074517,0.36481,-0.26056
17,49,162,308,244,205.94,300,0.0057525,0.0046435,0.0088407,0.30803,-0.54975
17,49,163,108,176,9.7777,276,0.005191,0.0041711,0.0068877,0.30775,-0.36509
17,49,164,148,68,107.05,288,0.01181,0.0084202,0.015254,0.42366,-0.33195
17,49,165,168,80,104.12,336,0.0093164,0.0061842,0.013295,0.43888,-0.33747
18,49,1,240,356,89.932,252,0.021935,0.016049,0.022269,1.0019,-0.042852
18,49,2,200,332,53.109,228,0.0092814,0.0069499,0.011437,0.852,-0.61834
18,49,3,196,392,112.68,228,0.017884,0.0157,0.018904,0.40959,-0.17526
18,49,4,148,264,47.494,240,0.011892,0.008871,0.010996,0.77813,0.23532
18,49,5,148,204,87.745,216,0.0038734,0.003349,0.0050014,0.47259,-0.85272
18,49,6,140,136,152.83,372,0.014143,0.010958,0.013395,0.49539,0.11588
18,49,7,168,168,114.12,240,0.0071034,0.0054332,0.0088541,0.72731,-0.6098
18,49,8,108,124,177.07,240,0.013829,0.0078757,0.024661,1.5694,-1.7576
18,49,9,104,156,152.08,252,0.0045886,0.0039648,0.0055201,0.32082,-0.49272
18,49,10,112,212,105.31,252,0.0046946,0.0042059,0.0056827,0.38213,-0.62587
18,49,11,100,280,92.943,240,0.0041742,0.0027944,0.0080321,0.86494,-1.1304
18,49,12,92,316,107.38,240,0.0026716,0.0023401,0.0036478,0.40221,-0.80301
18,49,13,84,356,133.2,264,0.0024967,0.0020852,0.0051125,0.57079,-1.8158
18,49,14,124,472,204.6,252,0.0018832,0.0017421,0.0027346,0.27537,-1.2157
18,49,15,172,340,64.152,240,0.0026804,0.0023908,0.0035091,0.46808,-0.92949
18,49,16,152,240,56.794,240,0.0084226,0.0056361,0.012221,1.2945,-1.1418
18,49,17,436,200,255.69,288,0.0033944,0.0033972,0.0056038,-0.0014134,-0.57577
18,49,18,412,240,222.57,324,0.0058271,0.0071854,0.0088658,-0.65293,-1.0411
18,49,19,392,228,205.58,264,0.0034939,0.0037503,0.0058131,-0.20239,-1.1812
18,49,20,408,120,267.67,516,0.0097672,0.0075836,0.012249,0.48083,-0.48085
18,49,21,348,172,188.6,240,0.018993,0.017194,0.019483,0.27191,-0.064643
18,49,22,360,148,212.52,324,0.0043276,0.0046633,0.0079998,-0.13974,-1.0737
18,49,23,320,196,151.96,240,0.0096422,0.0092784,0.01515,0.086778,-1.064
18,49,24,304,184,146.38,216,0.0092425,0.0072082,0.015808,0.58501,-1.551
